Datum,Warengruppe,Umsatz,KielerWoche,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,Wochentag,FerienSH,Monat
2015-10-31,Brötchen,377.801673947832,FALSE,1,11.75,9,10,Saturday,TRUE,10
2015-11-01,Brötchen,469.026184716499,FALSE,4,10.75,6,10,Sunday,FALSE,11
2015-11-02,Brötchen,285.156333256917,FALSE,8,9.75,5,10,Monday,FALSE,11
2015-11-03,Brötchen,227.368950308808,FALSE,7,5.125,4,45,Tuesday,FALSE,11
2015-11-04,Brötchen,256.059850846365,FALSE,1,8,4,10,Wednesday,FALSE,11
2015-11-05,Brötchen,274.749839438109,FALSE,6,13.375,5,61,Thursday,FALSE,11
2015-11-06,Brötchen,246.392025222422,FALSE,8,13.75,6,61,Friday,FALSE,11
2015-11-07,Brötchen,350.222831381163,FALSE,7,14.625,9,61,Saturday,FALSE,11
2015-11-09,Brötchen,266.493884189038,FALSE,5,12,15,21,Monday,FALSE,11
2015-11-10,Brötchen,237.906672638622,FALSE,7,15,18,61,Tuesday,FALSE,11
2015-11-11,Brötchen,214.420897950301,FALSE,8,13.625,12,61,Wednesday,FALSE,11
2015-11-12,Brötchen,240.965897111926,FALSE,2,13.125,17,0,Thursday,FALSE,11
2015-11-13,Brötchen,264.15177278786,FALSE,4,11.75,19,21,Friday,FALSE,11
2015-11-14,Brötchen,347.614033858304,FALSE,4,8.125,14,21,Saturday,FALSE,11
2015-11-15,Brötchen,483.160689627582,FALSE,7,8.5,4,61,Sunday,FALSE,11
2015-11-16,Brötchen,257.912087518437,FALSE,7,12.25,12,53,Monday,FALSE,11
2015-11-17,Brötchen,236.556165735368,FALSE,7,10.75,8,21,Tuesday,FALSE,11
2015-11-18,Brötchen,198.911870818593,FALSE,6,10.75,19,21,Wednesday,FALSE,11
2015-11-19,Brötchen,243.788203213012,FALSE,7,10.125,20,61,Thursday,FALSE,11
2015-11-20,Brötchen,227.863733533634,FALSE,7,7.75,9,61,Friday,FALSE,11
2015-11-21,Brötchen,364.001891067586,FALSE,7,4.5,15,63,Saturday,FALSE,11
2015-11-22,Brötchen,412.356910869242,FALSE,7,2.25,18,73,Sunday,FALSE,11
2015-11-24,Brötchen,253.437861780942,FALSE,7,3.125,14,61,Tuesday,FALSE,11
2015-11-25,Brötchen,255.115425796983,FALSE,7,5.125,7,61,Wednesday,FALSE,11
2015-11-28,Brötchen,403.083011014191,FALSE,2,6.125,11,61,Saturday,FALSE,11
2015-11-29,Brötchen,481.333773696359,FALSE,7,8.25,15,63,Sunday,FALSE,11
2015-11-30,Brötchen,288.123644467983,FALSE,5,5.75,18,61,Monday,FALSE,11
2015-12-01,Brötchen,251.710213001089,FALSE,6,6.75,10,21,Tuesday,FALSE,12
2015-12-02,Brötchen,223.700501598317,FALSE,7,10.5,9,21,Wednesday,FALSE,12
2015-12-03,Brötchen,271.393516674893,FALSE,8,9.125,8,61,Thursday,FALSE,12
2015-12-04,Brötchen,223.004926208522,FALSE,6,9.25,17,61,Friday,FALSE,12
2015-12-05,Brötchen,376.387257691091,FALSE,6,9,14,61,Saturday,FALSE,12
2015-12-06,Brötchen,491.74583143461,FALSE,7,10.875,19,20,Sunday,FALSE,12
2015-12-08,Brötchen,259.237368045978,FALSE,0,10.75,8,0,Tuesday,FALSE,12
2015-12-09,Brötchen,261.967843681113,FALSE,3,8.75,12,21,Wednesday,FALSE,12
2015-12-10,Brötchen,275.871019893576,FALSE,7,6.625,13,21,Thursday,FALSE,12
2015-12-11,Brötchen,257.995780454492,FALSE,5,6.125,11,63,Friday,FALSE,12
2015-12-12,Brötchen,416.865761579601,FALSE,3,6.875,10,61,Saturday,FALSE,12
2015-12-14,Brötchen,202.61788967914,FALSE,7,3.625,6,21,Monday,FALSE,12
2015-12-15,Brötchen,238.987287986511,FALSE,7,5.5,8,61,Tuesday,FALSE,12
2015-12-16,Brötchen,239.155705804931,FALSE,8,6.25,7,10,Wednesday,FALSE,12
2015-12-17,Brötchen,266.802079117368,FALSE,7,11.875,9,53,Thursday,FALSE,12
2015-12-18,Brötchen,247.565727389495,FALSE,8,10.375,15,61,Friday,FALSE,12
2015-12-19,Brötchen,326.552122517566,FALSE,6,11.375,10,0,Saturday,FALSE,12
2015-12-21,Brötchen,249.442416541576,FALSE,7,10.25,14,21,Monday,TRUE,12
2015-12-22,Brötchen,298.307772523706,FALSE,7,11.25,17,61,Tuesday,TRUE,12
2015-12-23,Brötchen,328.219884484061,FALSE,6,10.375,20,61,Wednesday,TRUE,12
2015-12-24,Brötchen,395.242017468912,FALSE,3,8.375,11,61,Thursday,TRUE,12
2015-12-27,Brötchen,426.706629411613,FALSE,7,10.875,15,61,Sunday,TRUE,12
2015-12-30,Brötchen,534.795914565585,FALSE,8,5.25,9,0,Wednesday,TRUE,12
2015-12-31,Brötchen,643.674702906675,FALSE,7,2,10,61,Thursday,TRUE,12
2016-01-02,Brötchen,534.255462379152,FALSE,8,0,16,10,Saturday,TRUE,1
2016-01-03,Brötchen,436.582470124766,FALSE,7,-5.5,13,0,Sunday,TRUE,1
2016-01-04,Brötchen,283.580198278466,FALSE,5,-6,15,10,Monday,TRUE,1
2016-01-05,Brötchen,291.599756968942,FALSE,1,-3.625,14,5,Tuesday,TRUE,1
2016-01-06,Brötchen,255.147894787261,FALSE,0,-3,12,5,Wednesday,TRUE,1
2016-01-07,Brötchen,231.157221388404,FALSE,7,-4,13,22,Thursday,FALSE,1
2016-01-08,Brötchen,240.732081245657,FALSE,7,1.75,20,61,Friday,FALSE,1
2016-01-09,Brötchen,310.19021362033,FALSE,4,2.875,6,21,Saturday,FALSE,1
2016-01-10,Brötchen,410.089486410343,FALSE,7,2.125,8,63,Sunday,FALSE,1
2016-01-11,Brötchen,230.99605551649,FALSE,7,2.5,6,45,Monday,FALSE,1
2016-01-12,Brötchen,209.647066822165,FALSE,7,4,8,63,Tuesday,FALSE,1
2016-01-13,Brötchen,212.715205906421,FALSE,8,1.875,14,61,Wednesday,FALSE,1
2016-01-14,Brötchen,245.041703770516,FALSE,6,1.75,6,10,Thursday,FALSE,1
2016-01-15,Brötchen,265.688670335341,FALSE,7,2.125,12,10,Friday,FALSE,1
2016-01-16,Brötchen,294.730277690986,FALSE,7,0.5,5,10,Saturday,FALSE,1
2016-01-18,Brötchen,196.76012234694,FALSE,6,-1.75,6,10,Monday,FALSE,1
2016-01-19,Brötchen,207.412383271762,FALSE,7,-2.5,10,73,Tuesday,FALSE,1
2016-01-20,Brötchen,233.00854277551,FALSE,7,-1.625,8,28,Wednesday,FALSE,1
2016-01-21,Brötchen,222.627075082388,FALSE,4,-4.875,5,20,Thursday,FALSE,1
2016-01-22,Brötchen,246.118891098791,FALSE,1,-3,7,10,Friday,FALSE,1
2016-01-23,Brötchen,273.076862089786,FALSE,6,3.125,6,49,Saturday,FALSE,1
2016-01-24,Brötchen,387.324227337581,FALSE,7,5.125,7,10,Sunday,FALSE,1
2016-01-25,Brötchen,248.99728128206,FALSE,8,9,9,45,Monday,FALSE,1
2016-01-27,Brötchen,226.325022919998,FALSE,7,10.375,15,61,Wednesday,FALSE,1
2016-01-28,Brötchen,236.14096812416,FALSE,5,6.75,16,21,Thursday,FALSE,1
2016-01-29,Brötchen,267.454875544475,FALSE,7,8.125,17,61,Friday,FALSE,1
2016-01-30,Brötchen,329.964997391404,FALSE,7,6.625,17,65,Saturday,FALSE,1
2016-01-31,Brötchen,382.123533692755,FALSE,6,4.125,13,61,Sunday,FALSE,1
2016-02-01,Brötchen,320.500473747742,FALSE,7,7.875,21,61,Monday,FALSE,2
2016-02-02,Brötchen,334.195166966653,FALSE,6,7.5,20,61,Tuesday,FALSE,2
2016-02-03,Brötchen,295.824206669011,FALSE,6,4.75,15,61,Wednesday,FALSE,2
2016-02-04,Brötchen,341.286700292853,FALSE,5,4.25,12,22,Thursday,FALSE,2
2016-02-05,Brötchen,287.795395648607,FALSE,7,4.5,10,61,Friday,FALSE,2
2016-02-06,Brötchen,474.051333102261,FALSE,7,9.375,11,21,Saturday,FALSE,2
2016-02-07,Brötchen,579.707767204789,FALSE,6,9.75,12,21,Sunday,FALSE,2
2016-02-08,Brötchen,244.238888656956,FALSE,7,8.5,16,63,Monday,FALSE,2
2016-02-09,Brötchen,291.262085727926,FALSE,5,6.75,15,61,Tuesday,FALSE,2
2016-02-10,Brötchen,257.330664582919,FALSE,7,3.75,9,61,Wednesday,FALSE,2
2016-02-11,Brötchen,297.503299343127,FALSE,7,5.25,7,61,Thursday,FALSE,2
2016-02-12,Brötchen,240.946116831232,FALSE,7,3.5,6,61,Friday,FALSE,2
2016-02-13,Brötchen,426.139933426771,FALSE,6,2,8,20,Saturday,FALSE,2
2016-02-14,Brötchen,468.275277107278,FALSE,8,2.875,20,61,Sunday,FALSE,2
2016-02-17,Brötchen,282.850720027412,FALSE,1,1.75,10,0,Wednesday,FALSE,2
2016-02-18,Brötchen,328.449175370905,FALSE,5,1.875,6,10,Thursday,FALSE,2
2016-02-19,Brötchen,322.078092028064,FALSE,7,3.25,6,61,Friday,FALSE,2
2016-02-20,Brötchen,443.775109403269,FALSE,7,6,12,61,Saturday,FALSE,2
2016-02-21,Brötchen,498.815874652613,FALSE,7,6.875,12,61,Sunday,FALSE,2
2016-02-22,Brötchen,236.927035507922,FALSE,6,5.875,15,61,Monday,FALSE,2
2016-02-23,Brötchen,260.990205479987,FALSE,4,6.125,17,61,Tuesday,FALSE,2
2016-02-24,Brötchen,242.649924353059,FALSE,3,4,15,61,Wednesday,FALSE,2
2016-02-25,Brötchen,237.155536345003,FALSE,6,3.5,10,53,Thursday,FALSE,2
2016-02-27,Brötchen,344.439727506896,FALSE,4,1.5,5,45,Saturday,FALSE,2
2016-02-28,Brötchen,475.067504097736,FALSE,1,3.5,6,0,Sunday,FALSE,2
2016-02-29,Brötchen,213.574073422175,FALSE,7,2.125,10,0,Monday,FALSE,2
2016-03-02,Brötchen,222.095648232034,FALSE,7,5,16,63,Wednesday,FALSE,3
2016-03-03,Brötchen,229.046716982771,FALSE,7,4.75,5,21,Thursday,FALSE,3
2016-03-04,Brötchen,219.883104831763,FALSE,2,3.875,9,10,Friday,TRUE,3
2016-03-05,Brötchen,307.355804230078,FALSE,8,3.25,5,61,Saturday,TRUE,3
2016-03-06,Brötchen,424.997870111198,FALSE,7,4.5,11,10,Sunday,TRUE,3
2016-03-07,Brötchen,261.046920938025,FALSE,6,4.75,10,20,Monday,TRUE,3
2016-03-08,Brötchen,266.517131416557,FALSE,6,5,10,61,Tuesday,TRUE,3
2016-03-09,Brötchen,271.328765064048,FALSE,0,6.75,9,5,Wednesday,TRUE,3
2016-03-10,Brötchen,293.908820913272,FALSE,8,4.375,11,10,Thursday,TRUE,3
2016-03-12,Brötchen,369.210704930203,FALSE,8,2.75,7,0,Saturday,TRUE,3
2016-03-13,Brötchen,457.374192354555,FALSE,8,0.875,8,10,Sunday,TRUE,3
2016-03-14,Brötchen,248.430200784947,FALSE,8,5,8,10,Monday,TRUE,3
2016-03-15,Brötchen,274.617100464435,FALSE,5,5.75,12,61,Tuesday,TRUE,3
2016-03-16,Brötchen,284.674093245276,FALSE,1,6.375,11,0,Wednesday,TRUE,3
2016-03-17,Brötchen,292.66701959477,FALSE,0,9.25,12,0,Thursday,TRUE,3
2016-03-18,Brötchen,271.254945413232,FALSE,8,5.375,9,21,Friday,TRUE,3
2016-03-19,Brötchen,380.23741771866,FALSE,7,6,15,45,Saturday,TRUE,3
2016-03-20,Brötchen,527.51544193685,FALSE,6,8.625,15,61,Sunday,TRUE,3
2016-03-21,Brötchen,270.390507218686,FALSE,7,7.5,19,61,Monday,TRUE,3
2016-03-22,Brötchen,305.474521378648,FALSE,7,8.125,13,61,Tuesday,TRUE,3
2016-03-26,Brötchen,603.695640303816,FALSE,1,9.75,9,0,Saturday,TRUE,3
2016-03-27,Brötchen,684.171162722579,FALSE,7,8.625,12,61,Sunday,TRUE,3
2016-03-28,Brötchen,593.601919712894,FALSE,6,11.625,18,61,Monday,TRUE,3
2016-03-29,Brötchen,384.312439396431,FALSE,6,10,13,21,Tuesday,TRUE,3
2016-03-30,Brötchen,337.623139607796,FALSE,5,8.5,15,61,Wednesday,TRUE,3
2016-03-31,Brötchen,368.852751120523,FALSE,4,9,13,21,Thursday,TRUE,3
2016-04-03,Brötchen,401.200597393477,FALSE,7,15.5,5,21,Sunday,TRUE,4
2016-04-04,Brötchen,261.63640016653,FALSE,6,17.375,6,21,Monday,TRUE,4
2016-04-05,Brötchen,246.716621441029,FALSE,7,10,7,61,Tuesday,TRUE,4
2016-04-06,Brötchen,285.481476537921,FALSE,6,11.125,12,61,Wednesday,TRUE,4
2016-04-07,Brötchen,281.790814958438,FALSE,6,8.625,13,21,Thursday,TRUE,4
2016-04-08,Brötchen,256.02856475427,FALSE,6,9,9,63,Friday,TRUE,4
2016-04-09,Brötchen,350.321119468727,FALSE,4,10.125,11,0,Saturday,TRUE,4
2016-04-11,Brötchen,266.366625292038,FALSE,1,10,15,5,Monday,FALSE,4
2016-04-12,Brötchen,258.442290134172,FALSE,6,8,9,61,Tuesday,FALSE,4
2016-04-13,Brötchen,264.607767409568,FALSE,5,9.75,11,10,Wednesday,FALSE,4
2016-04-14,Brötchen,265.260826538153,FALSE,6,10,8,0,Thursday,FALSE,4
2016-04-15,Brötchen,252.480598904069,FALSE,7,10.625,8,61,Friday,FALSE,4
2016-04-16,Brötchen,343.737114318693,FALSE,6,12.75,15,53,Saturday,FALSE,4
2016-04-17,Brötchen,414.521614252364,FALSE,4,9.875,19,21,Sunday,FALSE,4
2016-04-18,Brötchen,278.295779079878,FALSE,7,9.625,16,21,Monday,FALSE,4
2016-04-19,Brötchen,246.549064599033,FALSE,5,9.5,23,21,Tuesday,FALSE,4
2016-04-23,Brötchen,332.231280619225,FALSE,3,8.875,17,21,Saturday,FALSE,4
2016-04-24,Brötchen,390.150348783304,FALSE,4,5.75,10,21,Sunday,FALSE,4
2016-04-25,Brötchen,291.664653265081,FALSE,8,4.625,10,61,Monday,FALSE,4
2016-04-26,Brötchen,259.458654116745,FALSE,7,2.5,7,75,Tuesday,FALSE,4
2016-04-27,Brötchen,245.398926176158,FALSE,7,4.875,8,61,Wednesday,FALSE,4
2016-04-28,Brötchen,253.333171941653,FALSE,6,7.5,16,61,Thursday,FALSE,4
2016-04-29,Brötchen,303.736923397452,FALSE,6,9.75,13,61,Friday,FALSE,4
2016-04-30,Brötchen,358.802853523612,FALSE,8,8,7,61,Saturday,FALSE,4
2016-05-03,Brötchen,289.708731482993,FALSE,6,11.375,15,61,Tuesday,FALSE,5
2016-05-12,Brötchen,322.631252723179,FALSE,0,15.625,17,0,Thursday,FALSE,5
2016-05-13,Brötchen,329.450437716182,FALSE,2,17.5,16,65,Friday,FALSE,5
2016-05-14,Brötchen,451.821867120768,FALSE,7,10,14,21,Saturday,FALSE,5
2016-05-15,Brötchen,522.220037792634,FALSE,6,9.75,12,61,Sunday,FALSE,5
2016-05-17,Brötchen,399.004465280682,FALSE,7,10.75,15,21,Tuesday,FALSE,5
2016-05-19,Brötchen,332.185760629374,FALSE,2,19.5,10,0,Thursday,FALSE,5
2016-05-20,Brötchen,349.453247646396,FALSE,8,14.75,11,61,Friday,FALSE,5
2016-05-21,Brötchen,417.308630991789,FALSE,6,19.375,9,21,Saturday,FALSE,5
2016-05-23,Brötchen,339.099125176726,FALSE,7,15.5,8,21,Monday,FALSE,5
2016-05-24,Brötchen,297.823624960247,FALSE,8,14.25,10,21,Tuesday,FALSE,5
2016-05-25,Brötchen,275.388396878139,FALSE,7,16.5,6,20,Wednesday,FALSE,5
2016-05-26,Brötchen,382.775874053643,FALSE,7,14.375,6,61,Thursday,FALSE,5
2016-05-27,Brötchen,428.082278565753,FALSE,4,15.875,9,61,Friday,FALSE,5
2016-05-29,Brötchen,536.394778519185,FALSE,6,17,13,21,Sunday,FALSE,5
2016-05-30,Brötchen,352.200537133603,FALSE,4,20.25,17,0,Monday,FALSE,5
2016-05-31,Brötchen,336.967608768399,FALSE,1,20.625,13,0,Tuesday,FALSE,5
2016-06-01,Brötchen,329.675592570305,FALSE,4,21.75,16,0,Wednesday,FALSE,6
2016-06-12,Brötchen,493.709599656085,FALSE,7,13.875,7,61,Sunday,FALSE,6
2016-06-13,Brötchen,321.713222457414,FALSE,7,15.25,11,63,Monday,FALSE,6
2016-06-14,Brötchen,306.10547510178,FALSE,7,16.5,8,61,Tuesday,FALSE,6
2016-06-15,Brötchen,279.035829075679,FALSE,6,18.25,8,95,Wednesday,FALSE,6
2016-06-16,Brötchen,305.679673037153,FALSE,6,18.25,7,63,Thursday,FALSE,6
2016-06-17,Brötchen,349.831794411109,FALSE,6,18.125,10,21,Friday,FALSE,6
2016-06-18,Brötchen,455.115566690297,TRUE,6,18,12,21,Saturday,FALSE,6
2016-06-20,Brötchen,414.129888774016,TRUE,4,20.875,10,61,Monday,FALSE,6
2016-06-22,Brötchen,437.625292013129,TRUE,5,22.125,9,61,Wednesday,FALSE,6
2016-06-25,Brötchen,770.940264429072,TRUE,7,18.25,14,95,Saturday,FALSE,6
2016-06-26,Brötchen,673.058408685448,TRUE,5,19.25,11,0,Sunday,FALSE,6
2016-06-27,Brötchen,457.726032088298,FALSE,7,19.375,10,61,Monday,FALSE,6
2016-06-28,Brötchen,402.680603677028,FALSE,4,18.375,11,21,Tuesday,FALSE,6
2016-06-29,Brötchen,370.9905058322,FALSE,5,18.75,9,21,Wednesday,FALSE,6
2016-06-30,Brötchen,402.024053504751,FALSE,7,18.25,9,61,Thursday,FALSE,6
2016-07-01,Brötchen,359.955266934243,FALSE,8,19.25,7,63,Friday,FALSE,7
2016-07-02,Brötchen,458.046656207515,FALSE,7,15.625,12,61,Saturday,FALSE,7
2016-07-03,Brötchen,549.801708096745,FALSE,4,17.125,12,61,Sunday,FALSE,7
2016-07-04,Brötchen,366.052910892549,FALSE,6,17.25,10,61,Monday,FALSE,7
2016-07-05,Brötchen,390.290376373584,FALSE,7,17.125,10,95,Tuesday,FALSE,7
2016-07-06,Brötchen,423.119096446191,FALSE,5,16.5,22,21,Wednesday,FALSE,7
2016-07-08,Brötchen,406.844268769529,FALSE,6,19.125,8,63,Friday,FALSE,7
2016-07-11,Brötchen,434.120775058025,FALSE,6,20,13,21,Monday,FALSE,7
2016-07-12,Brötchen,442.540104956313,FALSE,4,19.125,14,95,Tuesday,FALSE,7
2016-07-13,Brötchen,441.154248420539,FALSE,6,16.375,6,63,Wednesday,FALSE,7
2016-07-14,Brötchen,477.904668200072,FALSE,7,16.375,12,53,Thursday,FALSE,7
2016-07-15,Brötchen,455.61544571849,FALSE,7,17,16,61,Friday,FALSE,7
2016-07-16,Brötchen,501.587558806011,FALSE,7,18,10,61,Saturday,FALSE,7
2016-07-17,Brötchen,666.527946705603,FALSE,7,17.25,9,61,Sunday,FALSE,7
2016-07-19,Brötchen,498.531530465481,FALSE,6,22.375,12,20,Tuesday,FALSE,7
2016-07-22,Brötchen,552.606019978418,FALSE,3,26,6,21,Friday,FALSE,7
2016-07-25,Brötchen,578.144391563216,FALSE,4,25.375,7,95,Monday,TRUE,7
2016-07-26,Brötchen,591.405293925478,FALSE,3,21.875,9,20,Tuesday,TRUE,7
2016-07-28,Brötchen,589.818472576254,FALSE,4,21.25,7,20,Thursday,TRUE,7
2016-07-29,Brötchen,585.737375255411,FALSE,6,21,10,65,Friday,TRUE,7
2016-07-30,Brötchen,654.881851014471,FALSE,4,19.625,10,65,Saturday,TRUE,7
2016-07-31,Brötchen,705.270631053338,FALSE,7,17.375,6,61,Sunday,TRUE,7
2016-08-01,Brötchen,612.243855464434,FALSE,3,18.5,14,61,Monday,TRUE,8
2016-08-02,Brötchen,640.359288495899,FALSE,4,19.75,7,20,Tuesday,TRUE,8
2016-08-03,Brötchen,546.681324306856,FALSE,7,19.375,9,61,Wednesday,TRUE,8
2016-08-04,Brötchen,572.9375007087,FALSE,6,20.375,11,61,Thursday,TRUE,8
2016-08-05,Brötchen,582.139047360436,FALSE,4,20.5,15,21,Friday,TRUE,8
2016-08-06,Brötchen,627.399879345698,FALSE,5,17.5,14,95,Saturday,TRUE,8
2016-08-07,Brötchen,717.630142641236,FALSE,6,21.125,13,21,Sunday,TRUE,8
2016-08-08,Brötchen,590.364639279926,FALSE,5,19,18,21,Monday,TRUE,8
2016-08-09,Brötchen,614.057655871662,FALSE,5,15.375,18,21,Tuesday,TRUE,8
2016-08-10,Brötchen,591.248086981698,FALSE,4,14.5,15,95,Wednesday,TRUE,8
2016-08-11,Brötchen,598.898338586543,FALSE,7,13.875,9,61,Thursday,TRUE,8
2016-08-12,Brötchen,628.540557526445,FALSE,7,18.25,12,61,Friday,TRUE,8
2016-08-13,Brötchen,738.269009184729,FALSE,7,18.125,12,61,Saturday,TRUE,8
2016-08-20,Brötchen,727.82813857717,FALSE,7,20.25,9,61,Saturday,TRUE,8
2016-08-21,Brötchen,611.969263585254,FALSE,4,19.875,9,21,Sunday,TRUE,8
2016-08-22,Brötchen,503.322164342482,FALSE,7,18.375,10,65,Monday,TRUE,8
2016-08-28,Brötchen,601.750589159833,FALSE,4,21.875,12,63,Sunday,TRUE,8
2016-08-29,Brötchen,375.061712132817,FALSE,3,18.5,15,21,Monday,TRUE,8
2016-09-01,Brötchen,414.957000694047,FALSE,5,20.25,13,21,Thursday,TRUE,9
2016-09-02,Brötchen,387.212025911342,FALSE,4,19.125,8,61,Friday,TRUE,9
2016-09-03,Brötchen,448.508773592816,FALSE,5,19.25,12,21,Saturday,TRUE,9
2016-09-04,Brötchen,504.632657854187,FALSE,6,19.25,8,61,Sunday,FALSE,9
2016-09-05,Brötchen,359.122720726491,FALSE,0,19.125,12,0,Monday,FALSE,9
2016-09-09,Brötchen,388.211917631675,FALSE,2,21.375,10,0,Friday,FALSE,9
2016-09-16,Brötchen,351.893580474176,FALSE,4,22.75,8,0,Friday,FALSE,9
2016-09-18,Brötchen,480.542581284257,FALSE,7,16.75,15,21,Sunday,FALSE,9
2016-09-23,Brötchen,334.835340053426,FALSE,4,18.625,12,21,Friday,FALSE,9
2016-09-26,Brötchen,288.924972627933,FALSE,4,18.25,6,0,Monday,FALSE,9
2016-09-27,Brötchen,308.430274429297,FALSE,0,19.875,6,0,Tuesday,FALSE,9
2016-09-29,Brötchen,304.639393081772,FALSE,7,17.375,13,61,Thursday,FALSE,9
2016-09-30,Brötchen,292.054154725351,FALSE,6,14,11,61,Friday,FALSE,9
2016-10-02,Brötchen,562.125467854407,FALSE,3,15.75,7,21,Sunday,FALSE,10
2016-10-03,Brötchen,484.636032498125,FALSE,7,14.375,18,61,Monday,FALSE,10
2016-10-06,Brötchen,345.113524952996,FALSE,7,11.25,17,20,Thursday,FALSE,10
2016-10-07,Brötchen,383.204234938422,FALSE,7,11.125,15,0,Friday,FALSE,10
2016-10-09,Brötchen,496.810974350594,FALSE,7,9.125,10,61,Sunday,FALSE,10
2016-10-10,Brötchen,380.153458343839,FALSE,7,11.125,10,61,Monday,FALSE,10
2016-10-11,Brötchen,376.573866608268,FALSE,7,9.875,20,61,Tuesday,FALSE,10
2016-10-12,Brötchen,344.070542410265,FALSE,7,9.75,18,63,Wednesday,FALSE,10
2016-10-13,Brötchen,373.773464347884,FALSE,6,10.875,15,0,Thursday,FALSE,10
2016-10-14,Brötchen,362.891896618259,FALSE,7,9.125,13,61,Friday,FALSE,10
2016-10-15,Brötchen,419.758055396142,FALSE,8,8.625,12,61,Saturday,FALSE,10
2016-10-16,Brötchen,531.445003131207,FALSE,8,11.375,6,10,Sunday,FALSE,10
2016-10-17,Brötchen,384.771661762652,FALSE,8,9.75,6,10,Monday,TRUE,10
2016-10-18,Brötchen,401.418865570001,FALSE,7,13.25,6,28,Tuesday,TRUE,10
2016-10-19,Brötchen,413.509458544512,FALSE,8,7.625,4,61,Wednesday,TRUE,10
2016-10-20,Brötchen,361.39994077193,FALSE,7,10.125,10,21,Thursday,TRUE,10
2016-10-21,Brötchen,344.284592144664,FALSE,6,9.875,10,61,Friday,TRUE,10
2016-10-22,Brötchen,362.998937459473,FALSE,8,8.125,12,61,Saturday,TRUE,10
2016-10-23,Brötchen,432.075653766841,FALSE,7,8.625,4,21,Sunday,TRUE,10
2016-10-24,Brötchen,283.900274763154,FALSE,5,9.25,8,10,Monday,TRUE,10
2016-10-25,Brötchen,275.214526471799,FALSE,5,9,8,0,Tuesday,TRUE,10
2016-10-26,Brötchen,289.426912922535,FALSE,6,7.375,6,10,Wednesday,TRUE,10
2016-10-27,Brötchen,270.934898095161,FALSE,7,13.375,9,21,Thursday,TRUE,10
2016-10-28,Brötchen,259.659612215792,FALSE,6,12.75,15,21,Friday,TRUE,10
2016-10-29,Brötchen,302.126163329756,FALSE,4,11.375,16,20,Saturday,TRUE,10
2016-10-30,Brötchen,473.283997822259,FALSE,4,11,9,5,Sunday,FALSE,10
2016-10-31,Brötchen,326.876981669562,FALSE,7,12.125,6,61,Monday,FALSE,10
2016-11-01,Brötchen,247.262323992562,FALSE,6,10.125,12,61,Tuesday,FALSE,11
2016-11-02,Brötchen,258.630529285405,FALSE,4,7.25,13,21,Wednesday,FALSE,11
2016-11-04,Brötchen,243.545607844563,FALSE,7,7.875,8,61,Friday,FALSE,11
2016-11-05,Brötchen,281.817751432173,FALSE,7,5.5,5,61,Saturday,FALSE,11
2016-11-06,Brötchen,460.230229180135,FALSE,7,6.625,6,61,Sunday,FALSE,11
2016-11-07,Brötchen,255.648328676303,FALSE,7,3.5,14,61,Monday,FALSE,11
2016-11-08,Brötchen,204.169287713438,FALSE,7,0.75,14,71,Tuesday,FALSE,11
2016-11-09,Brötchen,225.625409365451,FALSE,0,1.25,4,10,Wednesday,FALSE,11
2016-11-10,Brötchen,222.952935466743,FALSE,7,4,8,22,Thursday,FALSE,11
2016-11-11,Brötchen,248.496512725195,FALSE,4,4.875,10,21,Friday,FALSE,11
2016-11-12,Brötchen,334.977522413811,FALSE,3,1.625,6,49,Saturday,FALSE,11
2016-11-13,Brötchen,474.067020573429,FALSE,4,1.375,9,5,Sunday,FALSE,11
2016-11-14,Brötchen,241.872122463559,FALSE,4,2,10,5,Monday,FALSE,11
2016-11-15,Brötchen,226.597706259018,FALSE,7,7.75,9,61,Tuesday,FALSE,11
2016-11-16,Brötchen,223.910531432435,FALSE,7,8.75,11,61,Wednesday,FALSE,11
2016-11-17,Brötchen,217.353481812849,FALSE,6,7.75,9,21,Thursday,FALSE,11
2016-11-18,Brötchen,251.940427195203,FALSE,4,7.25,13,21,Friday,FALSE,11
2016-11-19,Brötchen,241.369289867448,FALSE,6,6.625,11,21,Saturday,FALSE,11
2016-11-20,Brötchen,401.605485731958,FALSE,6,6.375,12,63,Sunday,FALSE,11
2016-11-21,Brötchen,269.243262515845,FALSE,7,11.5,6,61,Monday,FALSE,11
2016-11-23,Brötchen,228.728425858361,FALSE,7,10,5,10,Wednesday,FALSE,11
2016-11-24,Brötchen,260.982600573745,FALSE,0,4.5,8,10,Thursday,FALSE,11
2016-11-25,Brötchen,273.012101942408,FALSE,7,4,4,45,Friday,FALSE,11
2016-11-26,Brötchen,352.306886988669,FALSE,7,5.875,10,61,Saturday,FALSE,11
2016-11-27,Brötchen,469.43311875982,FALSE,0,5.625,9,5,Sunday,FALSE,11
2016-11-29,Brötchen,267.035376741299,FALSE,3,3,9,10,Tuesday,FALSE,11
2016-11-30,Brötchen,269.284875545542,FALSE,7,6.25,12,61,Wednesday,FALSE,11
2016-12-01,Brötchen,289.176303581184,FALSE,8,8.5,19,61,Thursday,FALSE,12
2016-12-02,Brötchen,251.175708024115,FALSE,0,3.625,8,0,Friday,FALSE,12
2016-12-03,Brötchen,303.777431914782,FALSE,4,-0.75,6,49,Saturday,FALSE,12
