Datum,Brot,Brötchen,Croissant,Konditorei,Kuchen,Saisonbrot,<NA>
2014-10-14,175.011253800233,448.670332736577,238.238016495687,94.2003510325564,311.629970945777,NA,NA
2014-10-15,206.8382090708,512.13078238518,218.845884805721,86.8965837803107,316.987211749477,NA,NA
2014-10-16,147.570549356915,442.369110603724,208.715269211929,88.3273776763051,267.647733878274,NA,NA
2014-10-17,144.357853437456,466.802718980504,192.376184914232,66.2492456777236,297.577155669568,NA,NA
2014-10-18,158.152130377889,704.513358167715,287.15749879149,88.9035251767277,332.713956919627,NA,NA
2014-10-19,58.8534096103563,641.165146886643,234.530195285563,113.131097897476,322.71968105362,NA,NA
2014-10-20,158.382558902343,384.841833056267,175.081904091899,71.677546297344,297.640509637545,NA,NA
2014-10-21,125.363981222897,407.362339131089,184.643705972007,60.7824435466895,291.70454422956,NA,NA
2014-10-22,127.765051280508,418.311469787191,165.295512198228,84.0627079906616,285.171826857881,NA,NA
2014-10-23,144.21773201944,445.284138246298,153.061273429423,84.836446255569,283.177784823415,NA,NA
2014-10-24,203.173639154115,452.520410554465,187.233285079945,55.0725703609042,318.982030891719,23.0977466534648,NA
2014-10-25,191.425316581712,546.509665264924,247.12995265692,103.274974415436,307.448143380371,NA,NA
2014-10-26,116.487886781866,623.565486683245,312.55596224519,161.676201511044,370.536705154412,47.8283214526103,NA
2014-10-27,121.416970836256,408.229594124628,173.883975463993,99.2634442963349,310.262575184375,38.0965377883095,NA
2014-10-28,136.094268676769,467.694413731179,271.450402165107,81.6837671880442,307.173402745835,39.358650683243,NA
2014-10-29,103.569554336818,411.213305357583,209.32399744082,55.9060009520091,300.108640695685,NA,NA
2014-10-30,122.18216764664,451.617664945835,205.584371204915,75.6116667723772,312.493530897156,35.9657088065008,NA
2014-10-31,132.486279254048,404.579872169049,278.575310838118,52.9074695440103,303.662931280765,NA,NA
2014-11-01,142.507059241702,501.127170965679,266.527079383546,79.5177877444727,355.95764486704,44.1953036347997,NA
2014-11-02,99.288586999622,643.077472226689,273.830726677708,148.665068032433,304.404961254638,54.444257086228,NA
2014-11-03,137.822879577546,385.893487521255,152.462083619029,52.609826768818,318.359097251893,38.5545767035567,NA
2014-11-04,103.123747563607,341.433323177735,154.085370382359,56.3444577705587,311.112916993953,23.9427538550048,NA
2014-11-05,113.078967477055,325.21061769105,159.090625700351,79.5612659468646,293.386428880751,51.4135955980293,NA
2014-11-06,138.399464430445,367.7203968189,146.243073140116,61.5654831293085,302.471760829603,44.904409068341,NA
2014-11-07,125.3258349714,352.071739490799,147.571392484558,63.3356111115402,331.374093763533,58.3979457835337,NA
2014-11-08,165.663474985222,521.988816053164,228.618970821628,67.0208643146814,300.671884481524,25.30769024498,NA
2014-11-09,118.446930009839,686.670651764737,299.926171597523,140.81601620882,376.124018092964,60.7173201489965,NA
2014-11-10,132.450933802593,316.334010323171,135.031553992339,71.5877599076694,260.94958385302,26.7954419057105,NA
2014-11-11,122.885078853966,297.976942376189,120.901976854138,69.4491859213357,274.567367361137,66.2692316252081,NA
2014-11-12,95.3481999188746,341.294225591248,118.807593053289,55.9875188664014,271.038875100822,60.3046304170933,NA
2014-11-13,143.750350209673,313.889092710271,141.896558357674,72.5288404761461,300.536047097898,63.2351828959052,NA
2014-11-14,133.77429991274,333.817583254463,120.276344081256,69.9956456436556,270.170738666878,59.0315464290955,NA
2014-11-15,157.956829595601,422.089000189331,167.04077705486,68.7913641000038,272.111564708918,41.7599504315043,NA
2014-11-16,69.2794517983636,657.334905297112,201.424733292503,84.7844611971686,302.56395917644,74.0088295785316,NA
2014-11-17,138.752246637463,332.904975201731,142.187975485762,101.570428265055,291.791673557402,NA,NA
2014-11-18,134.68843263499,263.379736825833,153.386557030339,55.795195679035,217.233982595645,19.7783554460711,NA
2014-11-19,131.262024072649,289.909258530776,116.091362635133,NA,218.316894752112,29.2620026644154,NA
2014-11-20,131.314789763352,281.963424468143,122.334994595738,53.0426254821259,247.239241255711,56.2274579096792,NA
2014-11-21,142.895603194534,319.57590091164,154.17927135207,60.7169885432116,274.884916134966,88.9610411986744,NA
2014-11-22,92.6616360079896,453.568987542716,185.123069490112,54.6530484698612,268.133001971901,35.0737287217727,NA
2014-11-23,88.8532704507342,669.96766227908,260.295502050464,155.339006239265,339.335191808283,52.3718362768318,NA
2014-11-24,135.495058395216,308.910885833847,144.604223952278,61.4807696110531,253.979105531988,40.7631123393519,NA
2014-11-25,125.776456029191,296.604331640713,162.109721535091,68.322231294165,247.035921813103,62.0455462711679,NA
2014-11-26,98.5421347532514,289.631522698695,136.466308797577,85.6876758075335,262.253249103266,66.3334945304324,NA
2014-11-27,114.36674051771,295.530738816532,133.929603775867,76.7515840608809,240.231661734869,63.8333927968917,NA
2014-11-28,125.770265298128,304.300653670483,136.272146510191,81.8689054559593,247.752074639689,87.7747366712683,NA
2014-11-29,143.276224653699,409.329550481107,180.203086819412,72.0348065153357,302.043216833243,96.2641065476009,NA
2014-11-30,70.5238191319592,663.600383039894,209.357217817955,141.988989801749,363.220371450019,73.7361861778039,NA
2014-12-01,128.454115308343,270.594408452574,119.427926175146,76.6177603369995,256.608163788753,69.3729485294007,NA
2014-12-02,154.242632883405,275.978325664349,114.344792372048,59.393866963155,265.933688534948,83.8656432583178,NA
2014-12-03,133.99080245511,263.707717313025,107.966860484541,80.1027639864662,246.937134202885,77.7390714956598,NA
2014-12-04,124.167763102648,277.730660490861,118.980588328359,69.3476196125306,251.03575101957,67.7872034072278,NA
2014-12-05,83.5104305885102,251.296113439956,102.714262360814,NA,249.466067004435,86.1390388088521,NA
2014-12-06,127.894073901772,425.235714224439,137.072212637344,59.2833325563655,291.61851167121,172.865984852132,NA
2014-12-07,75.5129227390682,579.742464536357,176.398838359498,133.440216757033,276.651944705429,81.806920744225,NA
2014-12-08,102.678761832615,256.596029206385,85.1221580572805,40.9779581868443,235.384838232977,67.1101512202498,NA
2014-12-09,110.476546068652,264.881624734699,110.188826181187,71.1545600771389,272.828962614376,72.9658764560199,NA
2014-12-10,99.9187171842705,252.699007927617,95.9446077675599,85.9499222101757,269.416456604745,117.568348791125,NA
2014-12-11,109.754570057738,283.467086138155,86.8158104283075,53.6926089868534,232.671537573173,59.1710326829849,NA
2014-12-12,109.142671748118,236.144754325065,87.4546226090543,56.9193409036062,173.922125269844,50.5219587418013,NA
2014-12-13,124.956684401136,401.072721907004,141.532178681449,60.1931934071604,318.659955256217,84.1653777121234,NA
2014-12-14,102.80557310108,588.469539344584,199.263307540614,106.105028003448,310.473797597408,119.152733340066,NA
2014-12-15,96.3136936339829,243.234625513043,84.7009602246491,78.4292318376585,221.061393791211,82.8957232240362,NA
2014-12-16,97.7685842370004,280.87425993814,90.6244258825429,45.3937627400903,289.654771100684,78.9261429216086,NA
2014-12-17,102.856835442046,269.192321020123,92.8686371290321,63.2545637804788,278.732408832816,82.1046513283604,NA
2014-12-18,112.769700687238,303.352792801362,98.9204200179679,NA,271.097103833216,83.5148847689683,NA
2014-12-19,100.434605432296,307.884791280942,82.7764794714156,NA,242.849725209084,89.4640327456231,NA
2014-12-20,92.9765497836537,384.797857820002,136.332087094635,NA,178.07254058997,40.4652488409206,NA
2014-12-21,74.1776353738615,508.555021590987,154.631949040196,91.0345897314189,253.045516822484,38.6855509856721,NA
2014-12-22,166.062608421996,320.634871026775,121.78829220581,62.8453957199584,230.826153750681,148.202392082476,NA
2014-12-23,184.21718934313,408.003200633712,87.4855416799814,NA,224.558853830953,113.864501586991,NA
2014-12-24,289.724706873301,477.653662285463,100.716513467206,NA,268.806966002035,60.9934806252716,NA
2014-12-25,NA,NA,NA,NA,NA,NA,0
2014-12-26,NA,NA,NA,NA,NA,NA,0
2014-12-27,133.160219555693,513.661678925283,184.816622133556,78.5755131710058,286.92402318367,26.1583061455218,NA
2014-12-28,65.5011765409885,623.538032623429,165.516327951762,136.001447208449,226.105265011128,79.6840824625434,NA
2014-12-29,159.353174871792,458.033861425878,195.187828407006,NA,303.672763265607,NA,NA
2014-12-30,171.900364677079,581.740967169718,204.843887483445,NA,430.336976841889,42.2248053911652,NA
2014-12-31,253.25502096677,643.377780141136,162.622976706613,NA,1879.46183076734,NA,NA
2015-01-01,NA,NA,NA,NA,NA,NA,0
2015-01-02,171.436480362582,512.177720196036,182.12300932264299,85.9359726763682,300.829805798494,31.6443089201977,NA
2015-01-03,146.725466464595,495.483686243828,170.963077720877,74.7193728789218,277.833431786885,27.3325687878665,NA
2015-01-04,69.2618750164446,652.43960117373,202.305946358765,131.61138792274,337.565571891077,31.5981129331306,NA
2015-01-05,159.498680849924,349.399884653548,161.989626362703,72.7394907523189,270.173731918039,18.4839927152663,NA
2015-01-06,116.621821467299,310.462558578491,125.356639510072,85.5846124596724,265.854860102674,40.2233116111995,NA
2015-01-07,116.046870294295,289.568739500106,115.662839057947,86.9275104588597,263.03524552906,NA,NA
2015-01-08,88.9219763738156,313.907584824392,91.4747039377377,70.3775374736991,230.866849428077,NA,NA
2015-01-09,89.5158553261206,314.26237720896,111.936085655585,71.4384074719189,240.167564518219,NA,NA
2015-01-10,67.954839483437,349.344531472799,122.265690196784,64.1638629091181,304.334671385998,NA,NA
2015-01-11,102.503556455298,551.204782732623,184.229098838524,122.970550791976,314.28252636958,NA,NA
2015-01-12,122.717043089708,254.720970873776,103.980091719935,58.3365912420298,183.019346130805,NA,NA
2015-01-13,86.441812930424,253.267146283048,98.2223034780195,68.9972825054419,248.091361140205,NA,NA
2015-01-14,72.7918398175921,229.38414618971,99.415923686111,70.4651659015092,235.49178387272,NA,NA
2015-01-15,93.7671799134285,251.148387388712,79.0898875141396,69.4440159990795,255.715603348889,NA,NA
2015-01-16,131.913950068001,314.442179091712,135.042115386384,78.3484660148403,294.576404705863,NA,NA
2015-01-17,115.086208812258,447.611692815639,144.697761867106,101.780919085691,382.824611402643,NA,NA
2015-01-18,47.8910511689248,615.895161452642,181.247790389923,204.693311193378,325.12197864382,NA,NA
2015-01-19,138.935449172918,287.12848916472,106.522532414392,63.0120526976263,243.750686660054,NA,NA
2015-01-20,116.932538278351,297.627496877784,115.880593765192,73.0375497476955,309.385357960923,NA,NA
2015-01-21,90.1034587863099,285.545986768458,115.517804650047,63.1553176365701,271.986313846711,NA,NA
2015-01-22,135.950512983467,265.194435459988,113.37969263442,61.8038023909784,299.101267021608,NA,NA
2015-01-23,130.976061288992,279.183609587953,99.976780581078,68.559045168997,275.460914012407,NA,NA
2015-01-24,140.03186322028,415.166425975778,133.804409424965,54.0561105891749,376.785950449622,NA,NA
2015-01-25,94.493388512183,555.586060097281,182.842935108665,176.90180258166,432.111683660143,NA,NA
2015-01-26,150.51678717379,285.783235454514,94.8677658759417,62.7936586310808,214.316488368471,NA,NA
2015-01-27,141.518792699705,286.802025247007,127.229895506694,78.6674035279493,259.895021701426,NA,NA
2015-01-28,124.273404481234,318.608712118946,119.389750342982,54.1152141456079,290.420362377553,NA,NA
2015-01-29,129.932530553471,276.548941252601,130.868669740543,66.4012476272315,298.873227773722,NA,NA
2015-01-30,100.75421525386,315.018937970584,159.093345754654,67.652941573495,301.211380864112,NA,NA
2015-01-31,129.039421255357,433.183884520481,168.031157476338,66.4961056765624,442.294446547651,NA,NA
2015-02-01,92.189837282486,633.309542257817,187.804159224486,214.869292194541,388.585353237256,NA,NA
2015-02-02,159.254353701805,338.327210161774,117.759219302661,123.697766488052,317.407641410708,NA,NA
2015-02-03,112.095171542871,258.959088520931,117.984827108186,104.342988837394,289.847839834235,NA,NA
2015-02-04,111.66941350432,255.937860472559,92.2056862044036,127.095636994155,294.315633387072,NA,NA
2015-02-05,133.827962608871,277.511618112389,78.9008139226001,106.882617972076,297.882645346675,NA,NA
2015-02-06,136.337106368056,312.249043728816,115.704976585312,219.523814146721,385.500566451671,NA,NA
2015-02-07,130.642229801113,381.572014473511,140.836707362583,136.049442310194,349.157579410765,NA,NA
2015-02-08,62.750062992056,531.337730533032,178.816699756959,256.535701898324,470.166189255824,NA,NA
2015-02-09,112.747460478504,281.177822022831,79.404680687591,121.963218496309,258.736139221055,NA,NA
2015-02-10,94.7581535487495,266.498461599989,103.738973554113,124.082529993763,259.000724136407,NA,NA
2015-02-11,94.7022920091949,283.832157618276,99.6609741429996,133.991008009117,275.502444506022,NA,NA
2015-02-12,99.5801689919554,245.235034353123,80.5417984183017,105.109162581464,259.722071852511,NA,NA
2015-02-13,91.3547288868634,250.608335314639,106.163072731659,164.114000189702,315.198418349884,NA,NA
2015-02-14,62.2346006049711,417.742376983156,143.371302913962,190.148450615832,394.074973494992,NA,NA
2015-02-15,96.7929953706798,481.860668097093,173.243830006668,197.39238538863,360.747312180387,NA,NA
2015-02-16,118.255475071685,286.888417666815,126.326268412728,97.6035128733651,285.836214390694,NA,NA
2015-02-17,118.509639861913,262.907455009083,113.350935013155,136.83107870616,305.542955060461,NA,NA
2015-02-18,123.267817249283,248.327220948223,81.7131255419403,98.7240235777811,276.652206222818,NA,NA
2015-02-19,123.69090336092,284.788201346631,96.8477619511367,144.886196208494,321.730863755787,NA,NA
2015-02-20,117.287703917599,313.931874526489,106.086454562447,138.979259617537,265.719910475798,NA,NA
2015-02-21,107.174143505865,389.388938515412,124.81765406962,111.305294286303,276.812334391166,NA,NA
2015-02-22,70.4631468349699,560.280256054484,189.394297054986,329.636553747233,465.661982102677,NA,NA
2015-02-23,66.8925102653853,222.509783508774,94.7593504073171,65.2802336107391,209.048085196786,NA,NA
2015-02-24,105.730056008902,243.882700841609,81.9621637813295,85.4723306797636,235.546367715921,NA,NA
2015-02-25,81.6177684403834,247.265053559437,104.962981551613,66.5001800170103,248.748539126529,NA,NA
2015-02-26,104.017958777385,245.520846652551,61.8286141075604,53.8573258596081,203.846174479151,NA,NA
2015-02-27,101.514216092369,268.705012903315,107.787737695716,90.6234358309477,212.664119358187,NA,NA
2015-02-28,99.5688944630867,343.067931178869,131.146672361349,66.7494991172986,298.020877734513,NA,NA
2015-03-01,45.7343245346269,435.076835491745,174.178021471163,115.774341903804,288.61976876178,NA,NA
2015-03-02,104.963808490064,254.485164508834,82.7182341803118,71.9084682586098,186.08752329759201,NA,NA
2015-03-03,96.3163361056603,270.361598110118,77.4418733695842,46.549832303522,233.360645977411,NA,NA
2015-03-04,76.5028628068188,246.332586657334,102.301053538414,65.1707860093035,227.526630558065,NA,NA
2015-03-05,115.664704258596,275.116919242864,117.287155134629,65.2095428993818,205.059139995828,NA,NA
2015-03-06,100.668607215573,297.136244722274,121.559740836917,68.8019764229724,238.613238236779,NA,NA
2015-03-07,106.704697425172,371.471472262365,116.290165013612,104.606853245048,262.806831079145,NA,NA
2015-03-08,80.654299664346,554.721366656377,177.593434050659,205.57099280524,341.796143879394,NA,NA
2015-03-09,145.517595242024,280.114708230479,80.1311749505893,41.7256099434086,261.326829122549,NA,NA
2015-03-10,120.053548888447,279.649961183193,130.325454800002,81.469301222971,232.538394821195,NA,NA
2015-03-11,77.5925278766144,274.719950167954,102.068111666797,56.4990825988405,223.970103711564,NA,NA
2015-03-12,123.321210172569,271.057968620896,94.0642345732726,84.3321888197467,210.491995601659,NA,NA
2015-03-13,104.09727840711,263.861714656075,100.192312221242,101.349615757381,237.234063735022,NA,NA
2015-03-14,98.2811856068814,360.715430654047,137.39060848102,74.0860398307729,234.545964942322,NA,NA
2015-03-15,56.9672232806217,461.035577320529,119.54516706624,130.549602673201,278.612403986462,NA,NA
2015-03-16,136.698666060069,269.022901877525,104.061780753424,82.2767663365038,252.212892372443,NA,NA
2015-03-17,136.644449549369,296.541237199908,97.6460875999715,77.8012596345233,300.476490762008,NA,NA
2015-03-18,117.213496435657,292.981913276133,108.643986899682,88.7176395035293,319.376884998689,NA,NA
2015-03-19,121.351949525045,267.179427626967,76.0556430358186,82.9965111073564,271.632339767702,NA,NA
2015-03-20,125.078492851656,299.760479051294,94.5632337202022,88.6535909538115,339.055856444566,NA,NA
2015-03-21,113.449213775737,383.085780794877,128.118006311446,52.639809323213,330.021049430432,NA,NA
2015-03-22,71.5711481513957,489.59934551007,124.288818099514,131.605920044064,379.021922086074,NA,NA
2015-03-23,129.186723027161,292.836479169109,97.7709681259075,57.7729211412768,268.604981873421,NA,NA
2015-03-24,114.539801718388,297.037588138176,86.518746534295,56.0889149961493,285.301446768427,NA,NA
2015-03-25,85.7675699240561,335.007901867692,100.897840106466,75.4697183642942,313.737446087374,NA,NA
2015-03-26,126.909561618178,303.655812393538,93.3229257148621,94.1972531849185,266.972587002293,NA,NA
2015-03-27,113.205121341153,320.938056470297,117.875796154693,81.3657470530275,293.189582126283,NA,NA
2015-03-28,177.270608855771,428.350102346051,145.979562367808,120.729232683492,394.782309943371,NA,NA
2015-03-29,56.8890738313162,489.846609636217,140.02511297781,108.584974000503,307.880143820129,NA,NA
2015-03-30,110.288515770675,351.715484397675,101.685038768879,93.8107940183229,260.7747623843,NA,NA
2015-03-31,101.620422865145,339.71388362822,79.3577018316481,95.5346688510535,249.169849496114,NA,NA
2015-04-01,134.425214341545,373.724177525822,151.109608356409,69.7873283360318,319.186205355817,NA,NA
2015-04-02,269.424940927989,525.476422474447,183.215551302075,44.0544861327719,406.353937532213,NA,NA
2015-04-03,NA,NA,NA,NA,NA,NA,0
2015-04-04,274.149943740529,624.731396612574,262.841739078878,NA,495.482512843952,NA,NA
2015-04-05,102.981646842744,713.240728417569,243.89821522098,101.154372513509,311.448562590211,NA,NA
2015-04-06,60.1445223461642,728.862922564967,232.926035642952,115.85054963226101,293.886267424832,NA,NA
2015-04-07,115.651138885906,402.937213841427,139.741645956969,99.9708304210839,242.488202056041,NA,NA
2015-04-08,89.8685552544395,372.219387571259,134.171856017115,89.4854107533566,240.166760042682,NA,NA
2015-04-09,157.556996562067,368.140023251964,144.665453378248,71.4997218186786,271.062138387226,NA,NA
2015-04-10,125.640782296666,449.200853104077,176.191631914365,69.6213343156897,273.777005049353,NA,NA
2015-04-11,149.471145855324,435.937997165239,241.954245467709,75.5562497228574,279.734031972369,NA,NA
2015-04-12,39.0548694183738,423.167305958991,148.003916028181,170.691265230574,256.220102827754,NA,NA
2015-04-13,94.5357769724487,286.808655322632,115.775782324593,85.5491123404555,228.441056194565,NA,NA
2015-04-14,95.7358790995654,297.478196061337,114.709486133908,68.5181832029906,241.794663278364,NA,NA
2015-04-15,102.93265639072,284.427934541009,77.9760319762046,82.5619143946999,267.331795587064,NA,NA
2015-04-16,90.5282058330727,286.72764708972,80.6127984834301,64.3768783832988,249.985817848774,NA,NA
2015-04-17,91.0744308710578,314.997367966203,95.874962983171,85.0439789074107,269.643570233699,NA,NA
2015-04-18,103.305896790347,372.985639347608,147.280675283552,105.620424871498,273.30898395827103,NA,NA
2015-04-19,25.46219373912,419.373474076238,157.80717948852,119.444010656665,248.936886432743,NA,NA
2015-04-20,113.238537617252,291.610305100325,91.0940508208695,78.2371204197756,216.398739415418,NA,NA
2015-04-21,121.935695795117,262.312297451446,102.899554988628,75.6785562086606,236.929910073307,NA,NA
2015-04-22,115.982784302446,281.264299329947,95.2336165638254,76.9287622186942,203.609195254356,NA,NA
2015-04-23,109.647753246652,316.964561244097,106.231696176478,58.6866015325717,232.875408477088,NA,NA
2015-04-24,93.8539762667653,311.721136965455,102.172051099545,72.944912850319,212.742403753359,NA,NA
2015-04-25,121.601177999412,450.922945775814,129.196066694569,86.653507954899,247.902280079392,NA,NA
2015-04-26,71.0071270593663,399.820571217996,112.950650114719,112.831158583878,252.667352565897,NA,NA
2015-04-27,151.174833546803,291.752346251679,114.70001375553,83.4751795147854,197.564743508792,NA,NA
2015-04-28,91.0866799976838,279.639574876652,124.236952144972,NA,213.195052497114,NA,NA
2015-04-29,135.750739524874,335.699732620073,129.552575416168,69.6885795663438,250.927665410019,NA,NA
2015-04-30,185.547465909923,382.494805997457,116.009163395934,78.247410694610707,303.34662044021,NA,NA
2015-05-01,NA,NA,NA,NA,NA,NA,0
2015-05-02,205.277811156554,569.854066374337,216.662099390377,168.464543906289,390.245200658863,NA,NA
2015-05-03,49.1824014028742,467.833386599369,154.503619536054,132.20896007182,273.752958375164,NA,NA
2015-05-04,141.916859730021,340.579351605995,98.8957608807515,108.931500577338,197.208560688196,NA,NA
2015-05-05,98.3386635883964,295.928590213682,81.0951589620809,69.2603251298698,198.684243279816,NA,NA
2015-05-06,112.613312971486,326.950819224427,101.849963136114,65.0766452616253,225.053574357765,NA,NA
2015-05-07,119.486322756166,309.311901434242,91.9617294778322,60.8102412913987,211.802247435479,NA,NA
2015-05-08,108.528740811492,326.333702093022,108.544660936963,57.1956734130954,265.721536983155,NA,NA
2015-05-09,122.939690460506,406.907398954341,170.599905877058,78.2411421697545,278.323409928638,NA,NA
2015-05-10,54.676729153515,492.010489698116,161.944454769077,168.202423789623,319.454496491185,NA,NA
2015-05-11,129.877961813861,336.127629680071,102.844671644941,61.3151869370572,205.667346687899,NA,NA
2015-05-12,94.6018729487518,327.092157926255,96.1947537258803,81.3705529527208,259.94167495408,NA,NA
2015-05-13,166.814781762185,397.982340133214,178.860014594185,80.6915439319555,246.372623277805,NA,NA
2015-05-14,53.434236162362,490.915769119788,164.032004782974,143.618292078555,309.927036397582,NA,NA
2015-05-15,147.271258346731,513.805644101383,190.846157649949,80.0250209033444,292.967837715476,NA,NA
2015-05-16,164.984948024753,555.445636645735,223.041083514403,110.846941963139,329.998465824508,NA,NA
2015-05-17,63.05558764595,562.648232082731,174.978926934013,171.465540571901,293.275532226017,NA,NA
2015-05-18,103.802316848696,328.913429566134,123.539420521468,77.7209650240063,225.832737314778,NA,NA
2015-05-19,142.786482873821,351.146415331786,105.471840044604,60.9239625788419,282.589418894077,NA,NA
2015-05-20,92.0360687468511,356.207676664304,101.255561525615,39.6292101082508,219.800270156995,NA,NA
2015-05-21,147.957523681187,348.534145245022,124.516554568504,72.2913067539047,281.519362391549,NA,NA
2015-05-22,146.094397822298,374.702368065499,146.521590810863,72.6752390870334,263.214787734799,NA,NA
2015-05-23,212.693141838497,506.664209994684,234.957626970933,NA,336.087101364585,NA,NA
2015-05-24,125.559999732516,602.379870231082,238.55018095415,160.036018067072,301.519589889275,NA,NA
2015-05-25,93.8478895546048,621.867778874006,247.362274318026,102.105379903525,388.133249077524,NA,NA
2015-05-26,126.885645229909,381.669744982195,143.902124921962,33.907482932934,220.472002758105,NA,NA
2015-05-27,102.221242794941,358.895155316917,119.585121426913,59.5507929294823,210.016061677086,NA,NA
2015-05-28,113.871596753032,340.514414991475,141.838393882903,NA,267.45399550279,NA,NA
2015-05-29,132.425641438842,365.087905303626,131.050800847681,61.0068815520603,250.764288305739,NA,NA
2015-05-30,120.295569303579,456.734340691111,177.88318176972,68.8696177994846,278.950388727743,NA,NA
2015-05-31,53.2747806032447,457.52825918325,167.824076578166,111.389483740734,227.62624446804,NA,NA
2015-06-01,131.799875274321,335.912287877592,116.16860416703,77.1155538824316,275.002697730945,NA,NA
2015-06-02,96.0309134237217,412.209593794446,132.861613332833,57.1617006882767,247.548656142778,NA,NA
2015-06-03,92.2734256379415,350.831237309121,118.973513836699,NA,257.703580420418,NA,NA
2015-06-04,157.745638949818,366.195368742098,147.299840903324,73.4353393085373,250.238837010149,NA,NA
2015-06-05,90.8260563665041,418.393781746112,163.498578067888,70.9256465264533,275.492979753843,NA,NA
2015-06-06,160.016912242355,553.131050767354,251.617849812226,38.2539728445697,279.003577524238,NA,NA
2015-06-07,81.0228908423745,527.885017948989,175.770248988223,95.8647639075632,377.303279079248,NA,NA
2015-06-08,118.620010509136,344.695569756106,151.080049836377,86.6465529107892,304.658991750827,NA,NA
2015-06-09,103.751614199022,315.123749367531,140.029285146903,66.3940872308056,264.199647754648,NA,NA
2015-06-10,109.672600519434,338.309487845224,108.416922856521,49.6396291126612,245.462484326112,NA,NA
2015-06-11,82.2394493227455,357.852893336956,121.550989282568,49.4898173390129,223.06624282412,NA,NA
2015-06-12,110.933345275547,349.536158182539,142.809454024055,58.3419957356269,278.611793604903,NA,NA
2015-06-13,149.304738265576,559.888089847911,242.025878557973,55.5502705629424,238.309203727899,NA,NA
2015-06-14,54.200791257504,486.138237737853,191.003479398523,94.7426227820596,308.096883557457,NA,NA
2015-06-15,142.542446445232,350.589558421955,146.513955766517,93.9081036308009,289.287204370205,NA,NA
2015-06-16,79.098292972713807,349.888222729503,115.199444682387,54.8703592495813,249.827665172029,NA,NA
2015-06-17,97.5436336746583,380.305703300813,138.272896315851,86.403424601373,260.357543159185,NA,NA
2015-06-18,140.824064614319,332.820567048363,132.829460804496,NA,269.272420702957,NA,NA
2015-06-19,119.985803432121,346.690336157535,149.93941661601,85.6920848289348,271.496146564196,NA,NA
2015-06-20,146.634813820399,571.278131371528,220.298734884554,NA,280.186941692026,NA,NA
2015-06-21,77.1354317914719,553.599170821681,206.347777642486,79.6238577111724,235.514638799317,NA,NA
2015-06-22,135.938737758693,412.309330067662,183.964615046141,95.7934490225752,254.862522218275,NA,NA
2015-06-23,122.481453982781,423.1358501964,172.407057152837,59.3399435978971,270.726957416684,NA,NA
2015-06-24,128.059192073461,479.943327331225,179.618053020787,136.751450668224,300.990362700812,NA,NA
2015-06-25,178.518522583761,484.513720535521,169.658267286,76.9256449556744,271.335895693763,NA,NA
2015-06-26,148.837350354137,517.667163948615,181.11146289077,133.675162322483,304.239937730854,NA,NA
2015-06-27,169.797038127635,708.700690129254,274.594255311076,51.4184892058944,428.433111120672,NA,NA
2015-06-28,77.928316055467,686.349904220686,248.020004494018,92.6062037819606,309.491842337963,NA,NA
2015-06-29,167.270204460311,455.623242772356,194.136671031459,60.5706678690791,304.800400892429,NA,NA
2015-06-30,148.605225316688,456.688693628606,208.082577987922,59.7582110810299,289.298377908159,NA,NA
2015-07-01,120.186667934639,430.397456895632,197.623339824018,42.5236610258434,216.683347382259,NA,NA
2015-07-02,146.638389294812,380.075233434005,197.917442499618,71.149958216457,207.500950654484,NA,NA
2015-07-03,144.951813259044,432.888287340422,160.204702317167,74.2683455483615,294.970876106508,NA,NA
2015-07-04,147.076833346115,667.545326269141,247.071452490507,41.0811107814817,315.830779238922,NA,NA
2015-07-05,42.8195772957965,571.220211930273,259.904234971271,80.5139509839903,308.145249811727,NA,NA
2015-07-06,152.361597385545,435.547290335414,180.976011570668,119.169151042856,252.941627806535,NA,NA
2015-07-07,84.0059287460532,424.75865459342,205.786503054919,43.289934535011,248.53982558714,NA,NA
2015-07-08,102.368510926785,406.197372488758,192.61324743982,104.939046568831,299.243550702973,NA,NA
2015-07-09,135.630723416396,400.061396607868,164.223975843097,54.2685877298114,281.697843843677,NA,NA
2015-07-10,124.786803993428,419.920725517909,175.415571182845,88.3126393798284,296.230038738281,NA,NA
2015-07-11,130.113145531335,579.775873809484,259.589585454307,55.7657711821206,278.282264047648,NA,NA
2015-07-12,88.6540564733359,638.240827319641,226.576988477566,107.211344510388,262.303945351064,NA,NA
2015-07-13,139.54366165469,484.644303422986,178.246604676721,99.8210032219416,260.211558815196,NA,NA
2015-07-14,130.501224284384,494.642623603643,241.122838912105,70.3072462225753,256.913088405191,NA,NA
2015-07-15,107.10110548093,517.878028741276,239.988521470692,77.1698083779948,305.043050526266,NA,NA
2015-07-16,137.546863233232,498.959441029325,221.649707015925,54.5100626424489,214.084788068538,NA,NA
2015-07-17,59.6756480447039,533.38199646267,230.878548082359,56.8413279185917,235.351081587218,NA,NA
2015-07-18,103.421875467186,677.199908361688,276.149969844093,55.3054194821743,274.337912432376,NA,NA
2015-07-19,72.7912616085759,713.948758860807,298.356080226216,78.8699766727403,366.640210113571,NA,NA
2015-07-20,112.088314087437,566.157537334118,212.208013890009,69.7667264646809,243.511157551047,NA,NA
2015-07-21,110.3163345983,556.009113808745,211.333116743005,84.9804801228085,300.049805092917,NA,NA
