"Datum","Warengruppe","Umsatz","KielerWoche","Bewoelkung","Temperatur","Windgeschwindigkeit","Wettercode","weekday"
2016-02-15,"Brot",136.432230966611,FALSE,8,0.75,14,NA,"Monday"
2016-02-16,"Brot",68.0478380664933,FALSE,0,2.125,5,NA,"Tuesday"
2016-02-17,"Brot",115.322591894885,FALSE,1,1.75,10,0,"Wednesday"
2016-02-18,"Brot",130.016478349823,FALSE,5,1.875,6,10,"Thursday"
2016-02-19,"Brot",121.1062736985,FALSE,7,3.25,6,61,"Friday"
2016-02-20,"Brot",85.2473137621134,FALSE,7,6,12,61,"Saturday"
2016-02-21,"Brot",57.7117326850023,FALSE,7,6.875,12,61,"Sunday"
2016-02-22,"Brot",64.1054034695987,FALSE,6,5.875,15,61,"Monday"
2016-02-23,"Brot",70.6172908787781,FALSE,4,6.125,17,61,"Tuesday"
2016-02-24,"Brot",85.7581547356481,FALSE,3,4,15,61,"Wednesday"
2016-02-25,"Brot",115.0558696768,FALSE,6,3.5,10,53,"Thursday"
2016-02-26,"Brot",73.6223080391586,FALSE,6,3.625,8,NA,"Friday"
2016-02-27,"Brot",77.3392765156887,FALSE,4,1.5,5,45,"Saturday"
2016-02-28,"Brot",67.9028508038449,FALSE,1,3.5,6,0,"Sunday"
2016-02-29,"Brot",100.734692257053,FALSE,7,2.125,10,0,"Monday"
2016-03-01,"Brot",94.4073594599461,FALSE,5,2.25,8,NA,"Tuesday"
2016-03-02,"Brot",76.3795550110334,FALSE,7,5,16,63,"Wednesday"
2016-03-03,"Brot",116.797066860726,FALSE,7,4.75,5,21,"Thursday"
2016-03-04,"Brot",100.459635238409,FALSE,2,3.875,9,10,"Friday"
2016-03-05,"Brot",126.558308460523,FALSE,8,3.25,5,61,"Saturday"
2016-03-06,"Brot",63.6973176810197,FALSE,7,4.5,11,10,"Sunday"
2016-03-07,"Brot",100.739810297883,FALSE,6,4.75,10,20,"Monday"
2016-03-08,"Brot",121.47081943624,FALSE,6,5,10,61,"Tuesday"
2016-03-09,"Brot",134.50464200454,FALSE,0,6.75,9,5,"Wednesday"
2016-03-10,"Brot",144.670919387674,FALSE,8,4.375,11,10,"Thursday"
2016-03-11,"Brot",147.967084273896,FALSE,8,3.5,11,NA,"Friday"
2016-03-12,"Brot",156.983737754714,FALSE,8,2.75,7,0,"Saturday"
2016-03-13,"Brot",85.1258324563042,FALSE,8,0.875,8,10,"Sunday"
2016-03-14,"Brot",82.3443055655689,FALSE,8,5,8,10,"Monday"
2016-03-15,"Brot",135.410674142097,FALSE,5,5.75,12,61,"Tuesday"
2016-03-16,"Brot",149.729711282462,FALSE,1,6.375,11,0,"Wednesday"
2016-03-17,"Brot",171.39484313798,FALSE,0,9.25,12,0,"Thursday"
2016-03-18,"Brot",107.770107847376,FALSE,8,5.375,9,21,"Friday"
2016-03-19,"Brot",123.305215643708,FALSE,7,6,15,45,"Saturday"
2016-03-20,"Brot",60.1580699950504,FALSE,6,8.625,15,61,"Sunday"
2016-03-21,"Brot",111.594469309437,FALSE,7,7.5,19,61,"Monday"
2016-03-22,"Brot",123.498900492749,FALSE,7,8.125,13,61,"Tuesday"
2016-03-23,"Brot",170.980616905401,FALSE,1,9.125,13,NA,"Wednesday"
2016-03-26,"Brot",233.436259088557,FALSE,1,9.75,9,0,"Saturday"
2016-03-27,"Brot",92.2009391869641,FALSE,7,8.625,12,61,"Sunday"
2016-03-28,"Brot",78.9437065311216,FALSE,6,11.625,18,61,"Monday"
2016-03-29,"Brot",119.200195257023,FALSE,6,10,13,21,"Tuesday"
2016-03-30,"Brot",60.5126024929405,FALSE,5,8.5,15,61,"Wednesday"
2016-03-31,"Brot",98.7497125455811,FALSE,4,9,13,21,"Thursday"
2016-04-01,"Brot",126.578280724595,FALSE,0,9.125,7,NA,"Friday"
2016-04-02,"Brot",87.3944207425519,FALSE,3,12.75,8,NA,"Saturday"
2016-04-03,"Brot",59.9447846766429,FALSE,7,15.5,5,21,"Sunday"
2016-04-04,"Brot",137.947934007478,FALSE,6,17.375,6,21,"Monday"
2016-04-05,"Brot",94.142825899826,FALSE,7,10,7,61,"Tuesday"
2016-04-06,"Brot",115.447838356541,FALSE,6,11.125,12,61,"Wednesday"
2016-04-07,"Brot",89.6184406128346,FALSE,6,8.625,13,21,"Thursday"
2016-04-08,"Brot",78.1961621702536,FALSE,6,9,9,63,"Friday"
2016-04-09,"Brot",147.991506901966,FALSE,4,10.125,11,0,"Saturday"
2016-04-10,"Brot",52.0436407239646,FALSE,7,10.875,13,NA,"Sunday"
2016-04-11,"Brot",123.702699233727,FALSE,1,10,15,5,"Monday"
2016-04-12,"Brot",132.521415737209,FALSE,6,8,9,61,"Tuesday"
2016-04-13,"Brot",94.2383228667346,FALSE,5,9.75,11,10,"Wednesday"
2016-04-14,"Brot",147.451316499508,FALSE,6,10,8,0,"Thursday"
2016-04-15,"Brot",114.065751428593,FALSE,7,10.625,8,61,"Friday"
2016-04-16,"Brot",154.36608888434,FALSE,6,12.75,15,53,"Saturday"
2016-04-17,"Brot",47.0066493758308,FALSE,4,9.875,19,21,"Sunday"
2016-04-18,"Brot",118.988739758524,FALSE,7,9.625,16,21,"Monday"
2016-04-19,"Brot",118.548088668147,FALSE,5,9.5,23,21,"Tuesday"
2016-04-20,"Brot",97.0075160140583,FALSE,2,10.5,17,NA,"Wednesday"
2016-04-21,"Brot",162.612344751633,FALSE,2,11.625,16,NA,"Thursday"
2016-04-22,"Brot",113.388253179464,FALSE,5,10.5,12,NA,"Friday"
2016-04-23,"Brot",92.1021778355632,FALSE,3,8.875,17,21,"Saturday"
2016-04-24,"Brot",75.6222245885521,FALSE,4,5.75,10,21,"Sunday"
2016-04-25,"Brot",120.296897891865,FALSE,8,4.625,10,61,"Monday"
2016-04-26,"Brot",110.811927318748,FALSE,7,2.5,7,75,"Tuesday"
2016-04-27,"Brot",109.900043591409,FALSE,7,4.875,8,61,"Wednesday"
2016-04-28,"Brot",144.258444140683,FALSE,6,7.5,16,61,"Thursday"
2016-04-29,"Brot",141.971140303684,FALSE,6,9.75,13,61,"Friday"
2016-04-30,"Brot",133.934264874241,FALSE,8,8,7,61,"Saturday"
2016-05-01,"Brot",75.0855680153977,FALSE,0,10.75,9,NA,"Sunday"
2016-05-02,"Brot",80.5343204678304,FALSE,1,17.875,6,NA,"Monday"
2016-05-03,"Brot",121.044237577884,FALSE,6,11.375,15,61,"Tuesday"
2016-05-04,"Brot",143.517586627587,FALSE,1,12.375,10,NA,"Wednesday"
2016-05-05,"Brot",63.2181127337263,FALSE,0,15.125,13,NA,"Thursday"
2016-05-06,"Brot",128.636414764642,FALSE,0,19,14,NA,"Friday"
2016-05-07,"Brot",130.740469962421,FALSE,0,22.125,12,NA,"Saturday"
2016-05-08,"Brot",70.7536194190359,FALSE,0,21.375,17,NA,"Sunday"
2016-05-09,"Brot",115.102371461682,FALSE,0,19.875,12,NA,"Monday"
2016-05-10,"Brot",92.2789261138812,FALSE,0,20.875,14,NA,"Tuesday"
2016-05-11,"Brot",85.9296410490685,FALSE,0,20.625,15,NA,"Wednesday"
2016-05-12,"Brot",120.372349558473,FALSE,0,15.625,17,0,"Thursday"
2016-05-13,"Brot",122.111295888313,FALSE,2,17.5,16,65,"Friday"
2016-05-14,"Brot",163.420994743525,FALSE,7,10,14,21,"Saturday"
2016-05-15,"Brot",45.1928439286054,FALSE,6,9.75,12,61,"Sunday"
2016-05-16,"Brot",98.0010179281108,FALSE,5,11.25,16,NA,"Monday"
2016-05-17,"Brot",126.175939525105,FALSE,7,10.75,15,21,"Tuesday"
2016-05-18,"Brot",124.058397743762,FALSE,5,16.75,7,NA,"Wednesday"
2016-05-19,"Brot",103.539894371924,FALSE,2,19.5,10,0,"Thursday"
2016-05-20,"Brot",142.315044989541,FALSE,8,14.75,11,61,"Friday"
2016-05-21,"Brot",134.348751582816,FALSE,6,19.375,9,21,"Saturday"
2016-05-22,"Brot",44.0664524465327,FALSE,1,25,9,NA,"Sunday"
2016-05-23,"Brot",92.0461391783152,FALSE,7,15.5,8,21,"Monday"
2016-05-24,"Brot",93.689577938849,FALSE,8,14.25,10,21,"Tuesday"
2016-05-25,"Brot",114.416569643787,FALSE,7,16.5,6,20,"Wednesday"
2016-05-26,"Brot",118.05896130267,FALSE,7,14.375,6,61,"Thursday"
2016-05-27,"Brot",132.359505113365,FALSE,4,15.875,9,61,"Friday"
2016-05-28,"Brot",80.6332169733006,FALSE,2,18.625,11,NA,"Saturday"
2016-05-29,"Brot",62.5013270429653,FALSE,6,17,13,21,"Sunday"
2016-05-30,"Brot",134.578807812252,FALSE,4,20.25,17,0,"Monday"
2016-05-31,"Brot",98.9116462513412,FALSE,1,20.625,13,0,"Tuesday"
2016-06-01,"Brot",89.3200184546117,FALSE,4,21.75,16,0,"Wednesday"
2016-06-02,"Brot",118.366755856865,FALSE,1,21.5,13,NA,"Thursday"
2016-06-03,"Brot",126.172805594165,FALSE,0,21.875,10,NA,"Friday"
2016-06-04,"Brot",129.472695112237,FALSE,0,24.5,7,NA,"Saturday"
2016-06-05,"Brot",56.1643884923837,FALSE,0,25.25,9,NA,"Sunday"
2016-06-06,"Brot",96.630281826456,FALSE,1,22.875,15,NA,"Monday"
2016-06-07,"Brot",120.649972381176,FALSE,1,25.375,8,NA,"Tuesday"
2016-06-08,"Brot",90.3183766916616,FALSE,4,18.875,13,NA,"Wednesday"
2016-06-09,"Brot",176.623705667701,FALSE,1,19.5,16,NA,"Thursday"
2016-06-10,"Brot",138.780097990443,FALSE,3,18.125,13,NA,"Friday"
2016-06-11,"Brot",146.289691920675,FALSE,0,17.375,12,NA,"Saturday"
2016-06-12,"Brot",41.3202517417741,FALSE,7,13.875,7,61,"Sunday"
2016-06-13,"Brot",157.032598847473,FALSE,7,15.25,11,63,"Monday"
2016-06-14,"Brot",119.96846203145,FALSE,7,16.5,8,61,"Tuesday"
2016-06-15,"Brot",98.597982186145,FALSE,6,18.25,8,95,"Wednesday"
2016-06-16,"Brot",132.226336008048,FALSE,6,18.25,7,63,"Thursday"
2016-06-17,"Brot",96.4894878589786,FALSE,6,18.125,10,21,"Friday"
2016-06-18,"Brot",178.053503357419,TRUE,6,18,12,21,"Saturday"
2016-06-19,"Brot",47.3015501376727,TRUE,7,16,14,NA,"Sunday"
2016-06-20,"Brot",154.234328655126,TRUE,4,20.875,10,61,"Monday"
2016-06-21,"Brot",122.723468787436,TRUE,4,19.875,9,NA,"Tuesday"
2016-06-22,"Brot",98.8851882321757,TRUE,5,22.125,9,61,"Wednesday"
2016-06-23,"Brot",159.229870584471,TRUE,5,27.875,8,NA,"Thursday"
2016-06-24,"Brot",146.028836187358,TRUE,5,24.125,9,NA,"Friday"
2016-06-25,"Brot",160.675602624552,TRUE,7,18.25,14,95,"Saturday"
2016-06-26,"Brot",70.9661977461169,TRUE,5,19.25,11,0,"Sunday"
2016-06-27,"Brot",163.747099559984,FALSE,7,19.375,10,61,"Monday"
2016-06-28,"Brot",120.494624396019,FALSE,4,18.375,11,21,"Tuesday"
2016-06-29,"Brot",115.226044727455,FALSE,5,18.75,9,21,"Wednesday"
2016-06-30,"Brot",165.845034983749,FALSE,7,18.25,9,61,"Thursday"
2016-07-01,"Brot",114.432331782581,FALSE,8,19.25,7,63,"Friday"
2016-07-02,"Brot",151.530588705805,FALSE,7,15.625,12,61,"Saturday"
2016-07-03,"Brot",69.2208725565689,FALSE,4,17.125,12,61,"Sunday"
2016-07-04,"Brot",162.311728521353,FALSE,6,17.25,10,61,"Monday"
2016-07-05,"Brot",99.5359318621793,FALSE,7,17.125,10,95,"Tuesday"
2016-07-06,"Brot",108.94000089499,FALSE,5,16.5,22,21,"Wednesday"
2016-07-08,"Brot",127.247931501737,FALSE,6,19.125,8,63,"Friday"
2016-07-09,"Brot",115.811353583804,FALSE,5,19.125,12,NA,"Saturday"
2016-07-10,"Brot",74.7486671975863,FALSE,6,24.125,8,NA,"Sunday"
2016-07-11,"Brot",143.298039553454,FALSE,6,20,13,21,"Monday"
2016-07-12,"Brot",98.8521437980355,FALSE,4,19.125,14,95,"Tuesday"
2016-07-13,"Brot",136.905968374288,FALSE,6,16.375,6,63,"Wednesday"
2016-07-14,"Brot",116.126177275812,FALSE,7,16.375,12,53,"Thursday"
2016-07-15,"Brot",132.699943835378,FALSE,7,17,16,61,"Friday"
2016-07-16,"Brot",157.221628294765,FALSE,7,18,10,61,"Saturday"
2016-07-17,"Brot",42.885878239169,FALSE,7,17.25,9,61,"Sunday"
2016-07-19,"Brot",110.715440210892,FALSE,6,22.375,12,20,"Tuesday"
2016-07-20,"Brot",104.132660811651,FALSE,0,26,9,NA,"Wednesday"
2016-07-21,"Brot",131.784060768095,FALSE,3,25.875,8,NA,"Thursday"
2016-07-22,"Brot",113.407010430872,FALSE,3,26,6,21,"Friday"
2016-07-23,"Brot",146.464945803733,FALSE,3,25.375,9,NA,"Saturday"
2016-07-24,"Brot",92.7879182201905,FALSE,0,25.25,10,NA,"Sunday"
2016-07-25,"Brot",185.227061025517,FALSE,4,25.375,7,95,"Monday"
2016-07-26,"Brot",192.381770532513,FALSE,3,21.875,9,20,"Tuesday"
2016-07-27,"Brot",159.997122537331,FALSE,4,21.375,6,NA,"Wednesday"
2016-07-28,"Brot",164.354295781258,FALSE,4,21.25,7,20,"Thursday"
2016-07-29,"Brot",177.670184792223,FALSE,6,21,10,65,"Friday"
2016-07-30,"Brot",166.601426920218,FALSE,4,19.625,10,65,"Saturday"
2016-07-31,"Brot",91.3605121122705,FALSE,7,17.375,6,61,"Sunday"
2016-08-01,"Brot",161.443574230918,FALSE,3,18.5,14,61,"Monday"
2016-08-02,"Brot",135.72195457448,FALSE,4,19.75,7,20,"Tuesday"
2016-08-03,"Brot",160.92640354873,FALSE,7,19.375,9,61,"Wednesday"
2016-08-04,"Brot",190.138048133153,FALSE,6,20.375,11,61,"Thursday"
2016-08-05,"Brot",156.95610535683,FALSE,4,20.5,15,21,"Friday"
2016-08-06,"Brot",175.282574113376,FALSE,5,17.5,14,95,"Saturday"
2016-08-07,"Brot",71.899100617287,FALSE,6,21.125,13,21,"Sunday"
2016-08-08,"Brot",164.185739816663,FALSE,5,19,18,21,"Monday"
2016-08-09,"Brot",168.392491471408,FALSE,5,15.375,18,21,"Tuesday"
2016-08-10,"Brot",146.108444701411,FALSE,4,14.5,15,95,"Wednesday"
2016-08-11,"Brot",155.445190548365,FALSE,7,13.875,9,61,"Thursday"
2016-08-12,"Brot",172.772180030773,FALSE,7,18.25,12,61,"Friday"
2016-08-13,"Brot",242.04298764093,FALSE,7,18.125,12,61,"Saturday"
2016-08-16,"Brot",111.26757761232,FALSE,2,19.375,10,NA,"Tuesday"
2016-08-17,"Brot",133.724113213579,FALSE,0,19.571428,8,NA,"Wednesday"
2016-08-18,"Brot",166.491293516648,FALSE,3,18.25,9,NA,"Thursday"
2016-08-19,"Brot",163.439489694208,FALSE,3,20.375,8,NA,"Friday"
2016-08-20,"Brot",168.383074897518,FALSE,7,20.25,9,61,"Saturday"
2016-08-21,"Brot",64.0296375905993,FALSE,4,19.875,9,21,"Sunday"
2016-08-22,"Brot",132.218707810364,FALSE,7,18.375,10,65,"Monday"
2016-08-23,"Brot",100.797638745173,FALSE,6,21.75,8,NA,"Tuesday"
2016-08-24,"Brot",128.031689472655,FALSE,0,25.375,6,NA,"Wednesday"
2016-08-25,"Brot",131.898041645196,FALSE,0,28.375,6,NA,"Thursday"
2016-08-26,"Brot",113.857651667203,FALSE,0,27.75,13,NA,"Friday"
2016-08-27,"Brot",143.728050251138,FALSE,0,20.375,8,NA,"Saturday"
2016-08-28,"Brot",64.0609471983839,FALSE,4,21.875,12,63,"Sunday"
2016-08-29,"Brot",117.093542214261,FALSE,3,18.5,15,21,"Monday"
2016-08-30,"Brot",146.236249515322,FALSE,2,20.25,12,NA,"Tuesday"
2016-08-31,"Brot",133.333037402885,FALSE,0,23.125,6,NA,"Wednesday"
2016-09-01,"Brot",134.059380486205,FALSE,5,20.25,13,21,"Thursday"
2016-09-02,"Brot",85.2045971552449,FALSE,4,19.125,8,61,"Friday"
2016-09-03,"Brot",167.820279051247,FALSE,5,19.25,12,21,"Saturday"
2016-09-04,"Brot",63.5013684156845,FALSE,6,19.25,8,61,"Sunday"
2016-09-05,"Brot",162.984490197691,FALSE,0,19.125,12,0,"Monday"
2016-09-06,"Brot",95.8411144296674,FALSE,2,21.75,6,NA,"Tuesday"
2016-09-07,"Brot",109.455420848433,FALSE,0,23.625,6,NA,"Wednesday"
2016-09-08,"Brot",125.091909371069,FALSE,0,25.625,7,NA,"Thursday"
2016-09-09,"Brot",148.877333962067,FALSE,2,21.375,10,0,"Friday"
2016-09-10,"Brot",140.376787154846,FALSE,0,23.875,6,NA,"Saturday"
2016-09-11,"Brot",85.7357676571596,FALSE,6,20.875,10,NA,"Sunday"
2016-09-12,"Brot",129.296154663315,FALSE,0,25.375,8,NA,"Monday"
2016-09-13,"Brot",110.165491085845,FALSE,0,27.875,8,NA,"Tuesday"
2016-09-14,"Brot",101.506886848651,FALSE,0,25.25,9,NA,"Wednesday"
2016-09-15,"Brot",139.038489572332,FALSE,0,23.75,13,NA,"Thursday"
2016-09-16,"Brot",82.9657291003825,FALSE,4,22.75,8,0,"Friday"
2016-09-17,"Brot",120.786599548847,FALSE,5,18.875,14,NA,"Saturday"
2016-09-18,"Brot",93.160862383955,FALSE,7,16.75,15,21,"Sunday"
2016-09-19,"Brot",114.697410367889,FALSE,7,17,9,NA,"Monday"
2016-09-20,"Brot",147.044940899915,FALSE,5,17.5,8,NA,"Tuesday"
2016-09-21,"Brot",113.835673304499,FALSE,3,18.375,10,NA,"Wednesday"
2016-09-22,"Brot",124.063350220345,FALSE,4,18.5,6,NA,"Thursday"
2016-09-23,"Brot",123.203567184748,FALSE,4,18.625,12,21,"Friday"
2016-09-24,"Brot",124.760380048605,FALSE,0,18.625,6,NA,"Saturday"
2016-09-25,"Brot",50.7009834904937,FALSE,0,21.375,8,NA,"Sunday"
2016-09-26,"Brot",100.687007359059,FALSE,4,18.25,6,0,"Monday"
2016-09-27,"Brot",124.380118113529,FALSE,0,19.875,6,0,"Tuesday"
2016-09-28,"Brot",120.131624904303,FALSE,6,19.125,19,NA,"Wednesday"
2016-09-29,"Brot",106.899462001863,FALSE,7,17.375,13,61,"Thursday"
2016-09-30,"Brot",126.366800158974,FALSE,6,14,11,61,"Friday"
2016-10-01,"Brot",173.938069367793,FALSE,3,15.875,6,NA,"Saturday"
2016-10-02,"Brot",56.3004091147622,FALSE,3,15.75,7,21,"Sunday"
2016-10-03,"Brot",62.1746495327839,FALSE,7,14.375,18,61,"Monday"
2016-10-04,"Brot",172.446738288365,FALSE,5,13.25,16,NA,"Tuesday"
2016-10-05,"Brot",114.574136259055,FALSE,3,12,19,NA,"Wednesday"
2016-10-06,"Brot",136.945957744399,FALSE,7,11.25,17,20,"Thursday"
2016-10-07,"Brot",134.611025021576,FALSE,7,11.125,15,0,"Friday"
2016-10-08,"Brot",147.66789204124,FALSE,5,11.625,16,NA,"Saturday"
2016-10-09,"Brot",53.3156087813301,FALSE,7,9.125,10,61,"Sunday"
2016-10-10,"Brot",130.880964042862,FALSE,7,11.125,10,61,"Monday"
2016-10-11,"Brot",85.4801757621986,FALSE,7,9.875,20,61,"Tuesday"
2016-10-12,"Brot",98.0361155623953,FALSE,7,9.75,18,63,"Wednesday"
2016-10-13,"Brot",148.18590913848,FALSE,6,10.875,15,0,"Thursday"
2016-10-14,"Brot",93.8261887010055,FALSE,7,9.125,13,61,"Friday"
2016-10-15,"Brot",132.894647230153,FALSE,8,8.625,12,61,"Saturday"
2016-10-16,"Brot",74.5534527201843,FALSE,8,11.375,6,10,"Sunday"
2016-10-17,"Brot",120.547856066705,FALSE,8,9.75,6,10,"Monday"
2016-10-18,"Brot",110.361356326637,FALSE,7,13.25,6,28,"Tuesday"
2016-10-19,"Brot",110.217732943397,FALSE,8,7.625,4,61,"Wednesday"
2016-10-20,"Brot",115.866476082293,FALSE,7,10.125,10,21,"Thursday"
2016-10-21,"Brot",114.340023882369,FALSE,6,9.875,10,61,"Friday"
2016-10-22,"Brot",160.103777760669,FALSE,8,8.125,12,61,"Saturday"
2016-10-23,"Brot",71.392684860845,FALSE,7,8.625,4,21,"Sunday"
2016-10-24,"Brot",101.614370965389,FALSE,5,9.25,8,10,"Monday"
2016-10-25,"Brot",74.5196202965945,FALSE,5,9,8,0,"Tuesday"
2016-10-26,"Brot",75.1781153356293,FALSE,6,7.375,6,10,"Wednesday"
2016-10-27,"Brot",107.497900955149,FALSE,7,13.375,9,21,"Thursday"
2016-10-28,"Brot",125.569231616337,FALSE,6,12.75,15,21,"Friday"
2016-10-29,"Brot",151.413102878923,FALSE,4,11.375,16,20,"Saturday"
2016-10-30,"Brot",68.3827588351215,FALSE,4,11,9,5,"Sunday"
2016-10-31,"Brot",116.860031849405,FALSE,7,12.125,6,61,"Monday"
2016-11-01,"Brot",109.272941497746,FALSE,6,10.125,12,61,"Tuesday"
2016-11-02,"Brot",98.5457706234247,FALSE,4,7.25,13,21,"Wednesday"
2016-11-03,"Brot",146.232819423347,FALSE,4,5.875,5,NA,"Thursday"
2016-11-04,"Brot",97.3009447369516,FALSE,7,7.875,8,61,"Friday"
2016-11-05,"Brot",109.228922348071,FALSE,7,5.5,5,61,"Saturday"
2016-11-06,"Brot",95.267777844009,FALSE,7,6.625,6,61,"Sunday"
2016-11-07,"Brot",95.942904642186,FALSE,7,3.5,14,61,"Monday"
2016-11-08,"Brot",98.6134473987209,FALSE,7,0.75,14,71,"Tuesday"
2016-11-09,"Brot",102.800778634922,FALSE,0,1.25,4,10,"Wednesday"
2016-11-10,"Brot",104.94423726981,FALSE,7,4,8,22,"Thursday"
2016-11-11,"Brot",79.7625074114877,FALSE,4,4.875,10,21,"Friday"
2016-11-12,"Brot",138.827828111692,FALSE,3,1.625,6,49,"Saturday"
2016-11-13,"Brot",55.4419452131555,FALSE,4,1.375,9,5,"Sunday"
2016-11-14,"Brot",107.975134464159,FALSE,4,2,10,5,"Monday"
2016-11-15,"Brot",97.521559634551,FALSE,7,7.75,9,61,"Tuesday"
2016-11-16,"Brot",131.997447886261,FALSE,7,8.75,11,61,"Wednesday"
2016-11-17,"Brot",120.999764172375,FALSE,6,7.75,9,21,"Thursday"
2016-11-18,"Brot",125.620231572559,FALSE,4,7.25,13,21,"Friday"
2016-11-19,"Brot",98.4835152120726,FALSE,6,6.625,11,21,"Saturday"
2016-11-20,"Brot",52.4424952545878,FALSE,6,6.375,12,63,"Sunday"
2016-11-21,"Brot",121.378744787554,FALSE,7,11.5,6,61,"Monday"
2016-11-22,"Brot",87.2731117646776,FALSE,7,12.125,7,NA,"Tuesday"
2016-11-23,"Brot",91.3408874396352,FALSE,7,10,5,10,"Wednesday"
2016-11-24,"Brot",122.474432163973,FALSE,0,4.5,8,10,"Thursday"
2016-11-25,"Brot",82.9237972563907,FALSE,7,4,4,45,"Friday"
2016-11-26,"Brot",116.639176452944,FALSE,7,5.875,10,61,"Saturday"
2016-11-27,"Brot",49.7963022970208,FALSE,0,5.625,9,5,"Sunday"
2016-11-28,"Brot",112.658765618467,FALSE,1,2.875,11,NA,"Monday"
2016-11-29,"Brot",103.870082800741,FALSE,3,3,9,10,"Tuesday"
2016-11-30,"Brot",128.456546571317,FALSE,7,6.25,12,61,"Wednesday"
2016-12-01,"Brot",107.538858358439,FALSE,8,8.5,19,61,"Thursday"
2016-12-02,"Brot",94.5038724434251,FALSE,0,3.625,8,0,"Friday"
2016-12-03,"Brot",122.439207453624,FALSE,4,-0.75,6,49,"Saturday"
2016-12-04,"Brot",70.0253014166919,FALSE,8,4.125,6,NA,"Sunday"
2016-12-05,"Brot",119.636013828757,FALSE,7,3,7,NA,"Monday"
2016-12-06,"Brot",98.3868204798713,FALSE,7,6.25,5,61,"Tuesday"
2016-12-07,"Brot",106.089285160058,FALSE,7,4.5,10,61,"Wednesday"
2016-12-08,"Brot",127.742791107649,FALSE,8,8.625,12,10,"Thursday"
2016-12-09,"Brot",81.5452124764518,FALSE,7,8.875,13,20,"Friday"
2016-12-10,"Brot",82.9865412318734,FALSE,7,9.5,10,61,"Saturday"
2016-12-11,"Brot",58.5289054212942,FALSE,NA,NA,NA,NA,"Sunday"
2016-12-12,"Brot",89.5461152835577,FALSE,7,4.875,4,61,"Monday"
2016-12-13,"Brot",86.1880456725954,FALSE,7,6.285714,5,10,"Tuesday"
2016-12-14,"Brot",75.4039519341152,FALSE,7,4.625,6,45,"Wednesday"
2016-12-15,"Brot",137.130260969332,FALSE,7,0,8,49,"Thursday"
2016-12-16,"Brot",86.0242406261287,FALSE,8,-1,5,10,"Friday"
2016-12-18,"Brot",158.08476137293,FALSE,7,7,8,0,"Sunday"
2016-12-19,"Brot",97.2450388316804,FALSE,8,5.75,4,0,"Monday"
2016-12-20,"Brot",82.2737744983917,FALSE,8,1.5,7,10,"Tuesday"
2016-12-21,"Brot",107.055526767408,FALSE,6,3.625,10,10,"Wednesday"
2016-12-22,"Brot",102.318594196839,FALSE,7,5.25,8,61,"Thursday"
2016-12-23,"Brot",189.733379813939,FALSE,7,6.375,9,10,"Friday"
2016-12-24,"Brot",182.243850046631,FALSE,6,6.125,14,95,"Saturday"
2016-12-27,"Brot",132.534941139693,FALSE,6,8.25,21,NA,"Tuesday"
2016-12-28,"Brot",92.6053954826362,FALSE,4,7.125,12,0,"Wednesday"
2016-12-29,"Brot",281.809035845441,FALSE,3,3.75,11,10,"Thursday"
2016-12-30,"Brot",130.743678525635,FALSE,4,1.75,10,10,"Friday"
2016-12-31,"Brot",288.843105743746,FALSE,7,4.875,13,28,"Saturday"
2017-01-02,"Brot",127.942753867048,FALSE,3,1.625,8,0,"Monday"
2017-01-03,"Brot",89.4483348556559,FALSE,7,6,16,61,"Tuesday"
2017-01-04,"Brot",119.050990891285,FALSE,4,4,19,20,"Wednesday"
2017-01-05,"Brot",115.680238055479,FALSE,4,-2.875,15,0,"Thursday"
2017-01-06,"Brot",101.303945374724,FALSE,1,-4.25,6,NA,"Friday"
2017-01-07,"Brot",71.69205028378,FALSE,8,-0.5,11,71,"Saturday"
2017-01-08,"Brot",54.8212865043727,FALSE,8,2.25,4,10,"Sunday"
2017-01-09,"Brot",116.228031726541,FALSE,8,2.5,6,20,"Monday"
2017-01-10,"Brot",114.536612160932,FALSE,7,2.625,9,10,"Tuesday"
2017-01-11,"Brot",49.4763974006414,FALSE,7,4.625,15,61,"Wednesday"
2017-01-12,"Brot",73.7827205206854,FALSE,4,4.5,16,61,"Thursday"
2017-01-13,"Brot",114.532728222355,FALSE,3,3.125,7,61,"Friday"
2017-01-14,"Brot",128.56240804852,FALSE,2,1.75,10,61,"Saturday"
2017-01-15,"Brot",57.5415780818905,FALSE,5,1.375,10,71,"Sunday"
2017-01-16,"Brot",88.9021282031328,FALSE,0,0.25,9,0,"Monday"
2017-01-17,"Brot",82.1819950215278,FALSE,7,0.5,4,10,"Tuesday"
2017-01-18,"Brot",88.8649502286419,FALSE,7,0.125,8,20,"Wednesday"
2017-01-19,"Brot",119.723025026725,FALSE,8,1.5,8,61,"Thursday"
2017-01-20,"Brot",87.1766818830841,FALSE,8,3.625,5,21,"Friday"
2017-01-21,"Brot",107.032520387605,FALSE,7,5.75,5,10,"Saturday"
2017-01-22,"Brot",57.9895653139982,FALSE,8,1.375,5,10,"Sunday"
2017-01-23,"Brot",86.9879013792807,FALSE,7,1.125,8,10,"Monday"
2017-01-24,"Brot",95.5104682174382,FALSE,7,1.875,8,45,"Tuesday"
2017-01-25,"Brot",64.9830364754336,FALSE,7,-1.25,6,49,"Wednesday"
