Datum,KielerWoche,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,Wochentag,FerienSH,Brot,Brötchen,Kuchen,Croissant,Konditorei,Saisonbrot
2014-11-02,FALSE,3,15.375,10,21,Sunday,FALSE,99.288586999622,643.077472226689,304.404961254638,273.830726677708,148.665068032433,54.444257086228
2014-11-03,FALSE,4,13.75,12,0,Monday,FALSE,137.822879577546,385.893487521255,318.359097251893,152.462083619029,52.609826768818,38.5545767035567
2014-11-04,FALSE,7,11.625,8,61,Tuesday,FALSE,103.123747563607,341.433323177735,311.112916993953,154.085370382359,56.3444577705587,23.9427538550048
2014-11-05,FALSE,7,9.5,11,61,Wednesday,FALSE,113.078967477055,325.21061769105,293.386428880751,159.090625700351,79.5612659468646,51.4135955980293
2014-11-06,FALSE,5,8.875,10,0,Thursday,FALSE,138.399464430445,367.7203968189,302.471760829603,146.243073140116,61.5654831293085,44.904409068341
2014-11-07,FALSE,0,8.625,9,10,Friday,FALSE,125.3258349714,352.071739490799,331.374093763533,147.571392484558,63.3356111115402,58.3979457835337
2014-11-08,FALSE,6,10.25,8,NA,Saturday,FALSE,165.663474985222,521.988816053164,300.671884481524,228.618970821628,67.0208643146814,25.30769024498
2014-11-09,FALSE,3,10.625,8,NA,Sunday,FALSE,118.446930009839,686.670651764737,376.124018092964,299.926171597523,140.81601620882,60.7173201489965
2014-11-10,FALSE,6,8.75,7,61,Monday,FALSE,132.450933802593,316.334010323171,260.94958385302,135.031553992339,71.5877599076694,26.7954419057105
2014-11-11,FALSE,2,8.625,7,10,Tuesday,FALSE,122.885078853966,297.976942376189,274.567367361137,120.901976854138,69.4491859213357,66.2692316252081
2014-11-12,FALSE,7,9.75,10,10,Wednesday,FALSE,95.3481999188746,341.294225591248,271.038875100822,118.807593053289,55.9875188664014,60.3046304170933
2014-11-13,FALSE,7,10.75,4,28,Thursday,FALSE,143.750350209673,313.889092710271,300.536047097898,141.896558357674,72.5288404761461,63.2351828959052
2014-11-14,FALSE,7,10.75,10,10,Friday,FALSE,133.77429991274,333.817583254463,270.170738666878,120.276344081256,69.9956456436556,59.0315464290955
2014-11-15,FALSE,8,9.25,14,10,Saturday,FALSE,157.956829595601,422.089000189331,272.111564708918,167.04077705486,68.7913641000038,41.7599504315043
2014-11-16,FALSE,7,8,14,61,Sunday,FALSE,69.2794517983636,657.334905297112,302.56395917644,201.424733292503,84.7844611971686,74.0088295785316
2014-11-17,FALSE,7,9.625,7,10,Monday,FALSE,138.752246637463,332.904975201731,291.791673557402,142.187975485762,101.570428265055,
2014-11-18,FALSE,7,8.875,13,61,Tuesday,FALSE,134.68843263499,263.379736825833,217.233982595645,153.386557030339,55.795195679035,19.7783554460711
2014-11-19,FALSE,7,8.5,11,61,Wednesday,FALSE,131.262024072649,289.909258530776,218.316894752112,116.091362635133,,29.2620026644154
2014-11-20,FALSE,5,6.125,7,0,Thursday,FALSE,131.314789763352,281.963424468143,247.239241255711,122.334994595738,53.0426254821259,56.2274579096792
2014-11-21,FALSE,6,6.5,5,61,Friday,FALSE,142.895603194534,319.57590091164,274.884916134966,154.17927135207,60.7169885432116,88.9610411986744
2014-11-22,FALSE,7,5.75,9,61,Saturday,FALSE,92.6616360079896,453.568987542716,268.133001971901,185.123069490112,54.6530484698612,35.0737287217727
2014-11-23,FALSE,6,6.75,7,21,Sunday,FALSE,88.8532704507342,669.96766227908,339.335191808283,260.295502050464,155.339006239265,52.3718362768318
2014-11-24,FALSE,3,9.375,10,0,Monday,FALSE,135.495058395216,308.910885833847,253.979105531988,144.604223952278,61.4807696110531,40.7631123393519
2014-11-25,FALSE,0,6.875,4,0,Tuesday,FALSE,125.776456029191,296.604331640713,247.035921813103,162.109721535091,68.322231294165,62.0455462711679
2014-11-26,FALSE,3,5.625,8,NA,Wednesday,FALSE,98.5421347532514,289.631522698695,262.253249103266,136.466308797577,85.6876758075335,66.3334945304324
2014-11-27,FALSE,0,4.5,10,10,Thursday,FALSE,114.36674051771,295.530738816532,240.231661734869,133.929603775867,76.7515840608809,63.8333927968917
2014-11-28,FALSE,6,1.625,16,10,Friday,FALSE,125.770265298128,304.300653670483,247.752074639689,136.272146510191,81.8689054559593,87.7747366712683
2014-11-29,FALSE,8,1,10,5,Saturday,FALSE,143.276224653699,409.329550481107,302.043216833243,180.203086819412,72.0348065153357,96.2641065476009
2014-11-30,FALSE,8,0,11,10,Sunday,FALSE,70.5238191319592,663.600383039894,363.220371450019,209.357217817955,141.988989801749,73.7361861778039
2014-12-01,FALSE,7,-2,13,10,Monday,FALSE,128.454115308343,270.594408452574,256.608163788753,119.427926175146,76.6177603369995,69.3729485294007
2014-12-02,FALSE,8,-3,7,10,Tuesday,FALSE,154.242632883405,275.978325664349,265.933688534948,114.344792372048,59.393866963155,83.8656432583178
2014-12-03,FALSE,7,625,10,10,Wednesday,FALSE,133.99080245511,263.707717313025,246.937134202885,107.966860484541,80.1027639864662,77.7390714956598
2014-12-04,FALSE,8,3.75,9,61,Thursday,FALSE,124.167763102648,277.730660490861,251.03575101957,118.980588328359,69.3476196125306,67.7872034072278
2014-12-05,FALSE,7,2,7,61,Friday,FALSE,83.5104305885102,251.296113439956,249.466067004435,102.714262360814,,86.1390388088521
2014-12-06,FALSE,2,5.75,7,10,Saturday,FALSE,127.894073901772,425.235714224439,291.61851167121,137.072212637344,59.2833325563655,172.865984852132
2014-12-07,FALSE,7,4.875,12,61,Sunday,FALSE,75.5129227390682,579.742464536357,276.651944705429,176.398838359498,133.440216757033,81.806920744225
2014-12-08,FALSE,7,3.25,8,61,Monday,FALSE,102.678761832615,256.596029206385,235.384838232977,85.1221580572805,40.9779581868443,67.1101512202498
2014-12-09,FALSE,8,2.125,9,45,Tuesday,FALSE,110.476546068652,264.881624734699,272.828962614376,110.188826181187,71.1545600771389,72.9658764560199
2014-12-10,FALSE,5,4.875,13,61,Wednesday,FALSE,99.9187171842705,252.699007927617,269.416456604745,95.9446077675599,85.9499222101757,117.568348791125
2014-12-11,FALSE,7,4,12,95,Thursday,FALSE,109.754570057738,283.467086138155,232.671537573173,86.8158104283075,53.6926089868534,59.1710326829849
2014-12-12,FALSE,7,7.25,18,61,Friday,FALSE,109.142671748118,236.144754325065,173.922125269844,87.4546226090543,56.9193409036062,50.5219587418013
2014-12-13,FALSE,5,4.75,10,61,Saturday,FALSE,124.956684401136,401.072721907004,318.659955256217,141.532178681449,60.1931934071604,84.1653777121234
2014-12-14,FALSE,4,3.5,9,10,Sunday,FALSE,102.80557310108,588.469539344584,310.473797597408,199.263307540614,106.105028003448,119.152733340066
2014-12-15,FALSE,7,4.75,11,61,Monday,FALSE,96.3136936339829,243.234625513043,221.061393791211,84.7009602246491,78.4292318376585,82.8957232240362
2014-12-16,FALSE,8,4.625,12,61,Tuesday,FALSE,97.7685842370004,280.87425993814,289.654771100684,90.6244258825429,45.3937627400903,78.9261429216086
2014-12-17,FALSE,7,3.625,10,61,Wednesday,FALSE,102.856835442046,269.192321020123,278.732408832816,92.8686371290321,63.2545637804788,82.1046513283604
2014-12-18,FALSE,7,10,11,61,Thursday,FALSE,112.769700687238,303.352792801362,271.097103833216,98.9204200179679,,83.5148847689683
2014-12-19,FALSE,5,8.125,15,61,Friday,FALSE,100.434605432296,307.884791280942,242.849725209084,82.7764794714156,,89.4640327456231
2014-12-20,FALSE,6,5.375,24,21,Saturday,FALSE,92.9765497836537,384.797857820002,178.07254058997,136.332087094635,,40.4652488409206
2014-12-21,FALSE,6,6.625,14,21,Sunday,FALSE,74.1776353738615,508.555021590987,253.045516822484,154.631949040196,91.0345897314189,38.6855509856721
2014-12-22,FALSE,7,9.75,21,63,Monday,TRUE,166.062608421996,320.634871026775,230.826153750681,121.78829220581,62.8453957199584,148.202392082476
2014-12-23,FALSE,7,9.125,19,61,Tuesday,TRUE,184.21718934313,408.003200633712,224.558853830953,87.4855416799814,,113.864501586991
2014-12-24,FALSE,5,7.75,21,61,Wednesday,TRUE,289.724706873301,477.653662285463,268.806966002035,100.716513467206,,60.9934806252716
2014-12-25,NA,7,3.125,17,71,Thursday,TRUE,,,,,,
2014-12-26,NA,6,0,6,22,Friday,TRUE,,,,,,
2014-12-27,FALSE,3,-0.25,8,NA,Saturday,TRUE,133.160219555693,513.661678925283,286.92402318367,184.816622133556,78.5755131710058,26.1583061455218
2014-12-28,FALSE,1,-0.5,7,0,Sunday,TRUE,65.5011765409885,623.538032623429,226.105265011128,165.516327951762,136.001447208449,79.6840824625434
2014-12-29,FALSE,5,0.75,10,0,Monday,TRUE,159.353174871792,458.033861425878,303.672763265607,195.187828407006,,
2014-12-30,FALSE,7,5.25,9,21,Tuesday,TRUE,171.900364677079,581.740967169718,430.336976841889,204.843887483445,,42.2248053911652
2014-12-31,FALSE,6,7.375,11,61,Wednesday,TRUE,253.25502096677,643.377780141136,1879.46183076734,162.622976706613,,
2015-01-01,NA,8,4.125,13,10,Thursday,TRUE,,,,,,
2015-01-02,FALSE,6,7.75,24,61,Friday,TRUE,171.436480362582,512.177720196036,300.829805798494,182.123009322643,85.9359726763682,31.6443089201977
2015-01-03,FALSE,7,4.875,25,69,Saturday,TRUE,146.725466464595,495.483686243828,277.833431786885,170.963077720877,74.7193728789218,27.3325687878665
2015-01-04,FALSE,0,4.75,15,NA,Sunday,TRUE,69.2618750164446,652.43960117373,337.565571891077,202.305946358765,131.61138792274,31.5981129331306
2015-01-05,FALSE,8,5.875,8,20,Monday,TRUE,159.498680849924,349.399884653548,270.173731918039,161.989626362703,72.7394907523189,18.4839927152663
2015-01-06,FALSE,8,3.625,8,10,Tuesday,TRUE,116.621821467299,310.462558578491,265.854860102674,125.356639510072,85.5846124596724,40.2233116111995
2015-01-07,FALSE,6,5.75,10,61,Wednesday,FALSE,116.046870294295,289.568739500106,263.03524552906,115.662839057947,86.9275104588597,
2015-01-08,FALSE,8,6.375,9,61,Thursday,FALSE,88.9219763738156,313.907584824392,230.866849428077,91.4747039377377,70.3775374736991,
2015-01-09,FALSE,6,7.5,25,63,Friday,FALSE,89.5158553261206,314.26237720896,240.167564518219,111.936085655585,71.4384074719189,
2015-01-10,FALSE,6,10,28,61,Saturday,FALSE,67.954839483437,349.344531472799,304.334671385998,122.265690196784,64.1638629091181,
2015-01-11,FALSE,5,4.25,23,61,Sunday,FALSE,102.503556455298,551.204782732623,314.28252636958,184.229098838524,122.970550791976,
2015-01-12,FALSE,7,7.5,19,61,Monday,FALSE,122.717043089708,254.720970873776,183.019346130805,103.980091719935,58.3365912420298,
2015-01-13,FALSE,7,7.75,14,61,Tuesday,FALSE,86.441812930424,253.267146283048,248.091361140205,98.2223034780195,68.9972825054419,
2015-01-14,FALSE,6,3.125,16,71,Wednesday,FALSE,72.7918398175921,229.38414618971,235.49178387272,99.415923686111,70.4651659015092,
2015-01-15,FALSE,7,6.75,14,61,Thursday,FALSE,93.7671799134285,251.148387388712,255.715603348889,79.0898875141396,69.4440159990795,
2015-01-16,FALSE,6,6.75,13,0,Friday,FALSE,131.913950068001,314.442179091712,294.576404705863,135.042115386384,78.3484660148403,
2015-01-17,FALSE,1,4.25,12,21,Saturday,FALSE,115.086208812258,447.611692815639,382.824611402643,144.697761867106,101.780919085691,
2015-01-18,FALSE,8,2,9,61,Sunday,FALSE,47.8910511689248,615.895161452642,325.12197864382,181.247790389923,204.693311193378,
2015-01-19,FALSE,7,1,5,71,Monday,FALSE,138.935449172918,287.12848916472,243.750686660054,106.522532414392,63.0120526976263,
2015-01-20,FALSE,7,-375,4,77,Tuesday,FALSE,116.932538278351,297.627496877784,309.385357960923,115.880593765192,73.0375497476955,
2015-01-21,FALSE,8,-1.125,4,10,Wednesday,FALSE,90.1034587863099,285.545986768458,271.986313846711,115.517804650047,63.1553176365701,
2015-01-22,FALSE,7,-1.375,3,49,Thursday,FALSE,135.950512983467,265.194435459988,299.101267021608,113.37969263442,61.8038023909784,
2015-01-23,FALSE,8,-1.25,5,20,Friday,FALSE,130.976061288992,279.183609587953,275.460914012407,99.976780581078,68.559045168997,
2015-01-24,FALSE,7,-0.5,10,71,Saturday,FALSE,140.03186322028,415.166425975778,376.785950449622,133.804409424965,54.0561105891749,
2015-01-25,FALSE,6,2.875,6,NA,Sunday,FALSE,94.493388512183,555.586060097281,432.111683660143,182.842935108665,176.90180258166,
2015-01-26,FALSE,7,3.375,10,61,Monday,FALSE,150.51678717379,285.783235454514,214.316488368471,94.8677658759417,62.7936586310808,
2015-01-27,FALSE,2,4.875,13,NA,Tuesday,FALSE,141.518792699705,286.802025247007,259.895021701426,127.229895506694,78.6674035279493,
2015-01-28,FALSE,7,4.875,17,61,Wednesday,FALSE,124.273404481234,318.608712118946,290.420362377553,119.389750342982,54.1152141456079,
2015-01-29,FALSE,7,1.5,12,75,Thursday,FALSE,129.932530553471,276.548941252601,298.873227773722,130.868669740543,66.4012476272315,
2015-01-30,FALSE,7,1.125,6,NA,Friday,FALSE,100.75421525386,315.018937970584,301.211380864112,159.093345754654,67.652941573495,
2015-01-31,FALSE,7,-2.375,7,49,Saturday,FALSE,129.039421255357,433.183884520481,442.294446547651,168.031157476338,66.4961056765624,
2015-02-01,FALSE,7,-0.25,9,75,Sunday,FALSE,92.189837282486,633.309542257817,388.585353237256,187.804159224486,214.869292194541,
2015-02-02,FALSE,6,1,10,22,Monday,FALSE,159.254353701805,338.327210161774,317.407641410708,117.759219302661,123.697766488052,
2015-02-03,FALSE,7,-1,10,77,Tuesday,FALSE,112.095171542871,258.959088520931,289.847839834235,117.984827108186,104.342988837394,
2015-02-04,FALSE,6,-1.875,9,0,Wednesday,FALSE,111.66941350432,255.937860472559,294.315633387072,92.2056862044036,127.095636994155,
2015-02-05,FALSE,5,0.75,10,22,Thursday,FALSE,133.827962608871,277.511618112389,297.882645346675,78.9008139226001,106.882617972076,
2015-02-06,FALSE,2,-0.5,6,22,Friday,FALSE,136.337106368056,312.249043728816,385.500566451671,115.704976585312,219.523814146721,
2015-02-07,FALSE,7,4.125,18,20,Saturday,FALSE,130.642229801113,381.572014473511,349.157579410765,140.836707362583,136.049442310194,
2015-02-08,FALSE,1,3.375,14,NA,Sunday,FALSE,62.750062992056,531.337730533032,470.166189255824,178.816699756959,256.535701898324,
2015-02-09,FALSE,7,6.875,13,61,Monday,FALSE,112.747460478504,281.177822022831,258.736139221055,79.404680687591,121.963218496309,
2015-02-10,FALSE,7,7.625,11,NA,Tuesday,FALSE,94.7581535487495,266.498461599989,259.000724136407,103.738973554113,124.082529993763,
2015-02-11,FALSE,8,4,5,NA,Wednesday,FALSE,94.7022920091949,283.832157618276,275.502444506022,99.6609741429996,133.991008009117,
2015-02-12,FALSE,8,2,4,10,Thursday,FALSE,99.5801689919554,245.235034353123,259.722071852511,80.5417984183017,105.109162581464,
2015-02-13,FALSE,8,1.25,6,10,Friday,FALSE,91.3547288868634,250.608335314639,315.198418349884,106.163072731659,164.114000189702,
2015-02-14,FALSE,7,1.625,9,28,Saturday,FALSE,62.2346006049711,417.742376983156,394.074973494992,143.371302913962,190.148450615832,
2015-02-15,FALSE,7,3.125,16,10,Sunday,FALSE,96.7929953706798,481.860668097093,360.747312180387,173.243830006668,197.39238538863,
2015-02-16,FALSE,8,2,9,10,Monday,FALSE,118.255475071685,286.888417666815,285.836214390694,126.326268412728,97.6035128733651,
2015-02-17,FALSE,6,1.125,7,45,Tuesday,FALSE,118.509639861913,262.907455009083,305.542955060461,113.350935013155,136.83107870616,
2015-02-18,FALSE,3,5.5,12,10,Wednesday,FALSE,123.267817249283,248.327220948223,276.652206222818,81.7131255419403,98.7240235777811,
2015-02-19,FALSE,0,6.25,13,5,Thursday,FALSE,123.69090336092,284.788201346631,321.730863755787,96.8477619511367,144.886196208494,
2015-02-20,FALSE,8,3.875,11,71,Friday,FALSE,117.287703917599,313.931874526489,265.719910475798,106.086454562447,138.979259617537,
2015-02-21,FALSE,7,3.875,16,61,Saturday,FALSE,107.174143505865,389.388938515412,276.812334391166,124.81765406962,111.305294286303,
2015-02-22,FALSE,5,5.25,13,0,Sunday,FALSE,70.4631468349699,560.280256054484,465.661982102677,189.394297054986,329.636553747233,
2015-02-23,FALSE,7,4.5,12,61,Monday,FALSE,66.8925102653853,222.509783508774,209.048085196786,94.7593504073171,65.2802336107391,
2015-02-24,FALSE,7,5.625,12,61,Tuesday,FALSE,105.730056008902,243.882700841609,235.546367715921,81.9621637813295,85.4723306797636,
2015-02-25,FALSE,5,5.875,10,NA,Wednesday,FALSE,81.6177684403834,247.265053559437,248.748539126529,104.962981551613,66.5001800170103,
2015-02-26,FALSE,5,6.625,10,0,Thursday,FALSE,104.017958777385,245.520846652551,203.846174479151,61.8286141075604,53.8573258596081,
2015-02-27,FALSE,7,4.5,9,61,Friday,FALSE,101.514216092369,268.705012903315,212.664119358187,107.787737695716,90.6234358309477,
2015-02-28,FALSE,3,5.625,10,0,Saturday,FALSE,99.5688944630867,343.067931178869,298.020877734513,131.146672361349,66.7494991172986,
2015-03-01,FALSE,7,6.75,15,61,Sunday,FALSE,45.7343245346269,435.076835491745,288.61976876178,174.178021471163,115.774341903804,
2015-03-02,FALSE,6,5.125,23,61,Monday,FALSE,104.963808490064,254.485164508834,186.087523297592,82.7182341803118,71.9084682586098,
2015-03-03,FALSE,6,5,14,61,Tuesday,FALSE,96.3163361056603,270.361598110118,233.360645977411,77.4418733695842,46.549832303522,
2015-03-04,FALSE,6,5,18,61,Wednesday,FALSE,76.5028628068188,246.332586657334,227.526630558065,102.301053538414,65.1707860093035,
2015-03-05,FALSE,7,6.625,14,NA,Thursday,FALSE,115.664704258596,275.116919242864,205.059139995828,117.287155134629,65.2095428993818,
2015-03-06,FALSE,7,8.125,12,20,Friday,FALSE,100.668607215573,297.136244722274,238.613238236779,121.559740836917,68.8019764229724,
2015-03-07,FALSE,7,10.125,13,0,Saturday,FALSE,106.704697425172,371.471472262365,262.806831079145,116.290165013612,104.606853245048,
2015-03-08,FALSE,0,14,12,NA,Sunday,FALSE,80.654299664346,554.721366656377,341.796143879394,177.593434050659,205.57099280524,
2015-03-09,FALSE,4,8.375,6,NA,Monday,FALSE,145.517595242024,280.114708230479,261.326829122549,80.1311749505893,41.7256099434086,
2015-03-10,FALSE,3,9.5,13,10,Tuesday,FALSE,120.053548888447,279.649961183193,232.538394821195,130.325454800002,81.469301222971,
2015-03-11,FALSE,0,9.125,12,NA,Wednesday,FALSE,77.5925278766144,274.719950167954,223.970103711564,102.068111666797,56.4990825988405,
2015-03-12,FALSE,0,7.125,10,0,Thursday,FALSE,123.321210172569,271.057968620896,210.491995601659,94.0642345732726,84.3321888197467,
2015-03-13,FALSE,6,4.875,15,NA,Friday,FALSE,104.09727840711,263.861714656075,237.234063735022,100.192312221242,101.349615757381,
2015-03-14,FALSE,7,5.125,15,NA,Saturday,FALSE,98.2811856068814,360.715430654047,234.545964942322,137.39060848102,74.0860398307729,
2015-03-15,FALSE,7,5.75,13,21,Sunday,FALSE,56.9672232806217,461.035577320529,278.612403986462,119.54516706624,130.549602673201,
2015-03-16,FALSE,2,8.625,13,10,Monday,FALSE,136.698666060069,269.022901877525,252.212892372443,104.061780753424,82.2767663365038,
2015-03-17,FALSE,1,10.75,11,5,Tuesday,FALSE,136.644449549369,296.541237199908,300.476490762008,97.6460875999715,77.8012596345233,
2015-03-18,FALSE,4,10.625,8,NA,Wednesday,FALSE,117.213496435657,292.981913276133,319.376884998689,108.643986899682,88.7176395035293,
2015-03-19,FALSE,0,10.375,9,0,Thursday,FALSE,121.351949525045,267.179427626967,271.632339767702,76.0556430358186,82.9965111073564,
2015-03-20,FALSE,7,5,9,45,Friday,FALSE,125.078492851656,299.760479051294,339.055856444566,94.5632337202022,88.6535909538115,
2015-03-21,FALSE,7,4.5,21,61,Saturday,FALSE,113.449213775737,383.085780794877,330.021049430432,128.118006311446,52.639809323213,
2015-03-22,FALSE,0,4.375,8,NA,Sunday,FALSE,71.5711481513957,489.59934551007,379.021922086074,124.288818099514,131.605920044064,
2015-03-23,FALSE,0,7.75,12,NA,Monday,FALSE,129.186723027161,292.836479169109,268.604981873421,97.7709681259075,57.7729211412768,
2015-03-24,FALSE,6,7.875,6,0,Tuesday,FALSE,114.539801718388,297.037588138176,285.301446768427,86.518746534295,56.0889149961493,
2015-03-25,FALSE,6,7.875,14,5,Wednesday,FALSE,85.7675699240561,335.007901867692,313.737446087374,100.897840106466,75.4697183642942,
2015-03-26,FALSE,7,7.125,9,0,Thursday,FALSE,126.909561618178,303.655812393538,266.972587002293,93.3229257148621,94.1972531849185,
2015-03-27,FALSE,7,7,7,61,Friday,FALSE,113.205121341153,320.938056470297,293.189582126283,117.875796154693,81.3657470530275,
2015-03-28,FALSE,7,8.5,10,NA,Saturday,FALSE,177.270608855771,428.350102346051,394.782309943371,145.979562367808,120.729232683492,
2015-03-29,FALSE,7,8.25,12,61,Sunday,FALSE,56.8890738313162,489.846609636217,307.880143820129,140.02511297781,108.584974000503,
2015-03-30,FALSE,6,6.5,29,61,Monday,FALSE,110.288515770675,351.715484397675,260.7747623843,101.685038768879,93.8107940183229,
2015-03-31,FALSE,7,6.375,35,61,Tuesday,FALSE,101.620422865145,339.71388362822,249.169849496114,79.3577018316481,95.5346688510535,
2015-04-01,FALSE,4,5,24,22,Wednesday,TRUE,134.425214341545,373.724177525822,319.186205355817,151.109608356409,69.7873283360318,
2015-04-02,FALSE,6,6.5,19,61,Thursday,TRUE,269.424940927989,525.476422474447,406.353937532213,183.215551302075,44.0544861327719,
2015-04-03,NA,5,7.375,14,NA,Friday,TRUE,,,,,,
2015-04-04,FALSE,0,8.375,11,NA,Saturday,TRUE,274.149943740529,624.731396612574,495.482512843952,262.841739078878,,
2015-04-05,FALSE,3,8.625,11,NA,Sunday,TRUE,102.981646842744,713.240728417569,311.448562590211,243.89821522098,101.154372513509,
2015-04-06,FALSE,0,7.75,10,NA,Monday,TRUE,60.1445223461642,728.862922564967,293.886267424832,232.926035642952,115.850549632261,
2015-04-07,FALSE,7,7.75,14,61,Tuesday,TRUE,115.651138885906,402.937213841427,242.488202056041,139.741645956969,99.9708304210839,
2015-04-08,FALSE,2,12,11,NA,Wednesday,TRUE,89.8685552544395,372.219387571259,240.166760042682,134.171856017115,89.4854107533566,
2015-04-09,FALSE,2,11.875,7,0,Thursday,TRUE,157.556996562067,368.140023251964,271.062138387226,144.665453378248,71.4997218186786,
2015-04-10,FALSE,1,14.125,8,5,Friday,TRUE,125.640782296666,449.200853104077,273.777005049353,176.191631914365,69.6213343156897,
2015-04-11,FALSE,2,16.75,14,61,Saturday,TRUE,149.471145855324,435.937997165239,279.734031972369,241.954245467709,75.5562497228574,
2015-04-12,FALSE,5,12.375,16,NA,Sunday,TRUE,39.0548694183738,423.167305958991,256.220102827754,148.003916028181,170.691265230574,
2015-04-13,FALSE,4,8.875,21,61,Monday,TRUE,94.5357769724487,286.808655322632,228.441056194565,115.775782324593,85.5491123404555,
2015-04-14,FALSE,7,10.75,17,61,Tuesday,TRUE,95.7358790995654,297.478196061337,241.794663278364,114.709486133908,68.5181832029906,
2015-04-15,FALSE,0,15.5,19,5,Wednesday,TRUE,102.93265639072,284.427934541009,267.331795587064,77.9760319762046,82.5619143946999,
2015-04-16,FALSE,6,9.375,16,21,Thursday,TRUE,90.5282058330727,286.72764708972,249.985817848774,80.6127984834301,64.3768783832988,
2015-04-17,FALSE,0,10.5,15,NA,Friday,TRUE,91.0744308710578,314.997367966203,269.643570233699,95.874962983171,85.0439789074107,
2015-04-18,FALSE,0,10.875,8,NA,Saturday,FALSE,103.305896790347,372.985639347608,273.308983958271,147.280675283552,105.620424871498,
2015-04-19,FALSE,0,10.125,11,NA,Sunday,FALSE,25.46219373912,419.373474076238,248.936886432743,157.80717948852,119.444010656665,
2015-04-20,FALSE,0,14.25,9,NA,Monday,FALSE,113.238537617252,291.610305100325,216.398739415418,91.0940508208695,78.2371204197756,
2015-04-21,FALSE,0,14.625,17,5,Tuesday,FALSE,121.935695795117,262.312297451446,236.929910073307,102.899554988628,75.6785562086606,
2015-04-22,FALSE,0,12.125,7,NA,Wednesday,FALSE,115.982784302446,281.264299329947,203.609195254356,95.2336165638254,76.9287622186942,
2015-04-23,FALSE,1,13.625,12,NA,Thursday,FALSE,109.647753246652,316.964561244097,232.875408477088,106.231696176478,58.6866015325717,
2015-04-24,FALSE,2,13.875,9,20,Friday,FALSE,93.8539762667653,311.721136965455,212.742403753359,102.172051099545,72.944912850319,
2015-04-25,FALSE,7,13.75,8,63,Saturday,FALSE,121.601177999412,450.922945775814,247.902280079392,129.196066694569,86.653507954899,
2015-04-26,FALSE,8,7,11,61,Sunday,FALSE,71.0071270593663,399.820571217996,252.667352565897,112.950650114719,112.831158583878,
2015-04-27,FALSE,4,10.125,11,NA,Monday,FALSE,151.174833546803,291.752346251679,197.564743508792,114.70001375553,83.4751795147854,
2015-04-28,FALSE,3,10.25,13,NA,Tuesday,FALSE,91.0866799976838,279.639574876652,213.195052497114,124.236952144972,,
2015-04-29,FALSE,5,12.625,12,NA,Wednesday,FALSE,135.750739524874,335.699732620073,250.927665410019,129.552575416168,69.6885795663438,
2015-04-30,FALSE,6,11.375,10,61,Thursday,FALSE,185.547465909923,382.494805997457,303.34662044021,116.009163395934,78.2474106946107,
2015-05-01,NA,6,10,6,21,Friday,FALSE,,,,,,
2015-05-02,FALSE,3,11,12,0,Saturday,FALSE,205.277811156554,569.854066374337,390.245200658863,216.662099390377,168.464543906289,
2015-05-03,FALSE,1,14.75,12,61,Sunday,FALSE,49.1824014028742,467.833386599369,273.752958375164,154.503619536054,132.20896007182,
2015-05-04,FALSE,5,15.875,13,21,Monday,FALSE,141.916859730021,340.579351605995,197.208560688196,98.8957608807515,108.931500577338,
2015-05-05,FALSE,4,20,15,95,Tuesday,FALSE,98.3386635883964,295.928590213682,198.684243279816,81.0951589620809,69.2603251298698,
2015-05-06,FALSE,3,17.125,11,21,Wednesday,FALSE,112.613312971486,326.950819224427,225.053574357765,101.849963136114,65.0766452616253,
2015-05-07,FALSE,6,12,16,21,Thursday,FALSE,119.486322756166,309.311901434242,211.802247435479,91.9617294778322,60.8102412913987,
2015-05-08,FALSE,2,11.5,11,NA,Friday,FALSE,108.528740811492,326.333702093022,265.721536983155,108.544660936963,57.1956734130954,
2015-05-09,FALSE,7,13.5,14,61,Saturday,FALSE,122.939690460506,406.907398954341,278.323409928638,170.599905877058,78.2411421697545,
2015-05-10,FALSE,2,12.75,18,0,Sunday,FALSE,54.676729153515,492.010489698116,319.454496491185,161.944454769077,168.202423789623,
2015-05-11,FALSE,0,19.75,11,NA,Monday,FALSE,129.877961813861,336.127629680071,205.667346687899,102.844671644941,61.3151869370572,
2015-05-12,FALSE,7,14.625,14,63,Tuesday,FALSE,94.6018729487518,327.092157926255,259.94167495408,96.1947537258803,81.3705529527208,
2015-05-13,FALSE,7,11.875,16,21,Wednesday,FALSE,166.814781762185,397.982340133214,246.372623277805,178.860014594185,80.6915439319555,
2015-05-14,FALSE,7,11.25,10,20,Thursday,FALSE,53.434236162362,490.915769119788,309.927036397582,164.032004782974,143.618292078555,
2015-05-15,FALSE,6,13.5,9,NA,Friday,TRUE,147.271258346731,513.805644101383,292.967837715476,190.846157649949,80.0250209033444,
2015-05-16,FALSE,7,10.5,11,61,Saturday,FALSE,164.984948024753,555.445636645735,329.998465824508,223.041083514403,110.846941963139,
2015-05-17,FALSE,3,12.625,17,21,Sunday,FALSE,63.05558764595,562.648232082731,293.275532226017,174.978926934013,171.465540571901,
2015-05-18,FALSE,6,11.625,8,61,Monday,FALSE,103.802316848696,328.913429566134,225.832737314778,123.539420521468,77.7209650240063,
